FinanceEnterpriseGroup,GLTransactionInterface.RunGroup,GLTransactionInterface.SequenceNumber,AccountingEntity,Status,ToAccountingEntity,AccountCode,GeneralLedgerEvent,TransactionDate,Reference,Description,CurrencyCode,UnitsAmount,TransactionAmount,System,PostingDate,Project,FinanceDimension1,FinanceDimension3,DocumentNumber,GLTObjectID,Column1
AHF,202509_0030,1,30,0,30,101010,JE,45726,-182,PAC AR 09                     ,USD,0,-4955.83,GL,09/30/2025,               ,30002,     ,N17309,145641954,Global Ledger Transaction Interface created
AHF,202509_0030,2,30,0,30,101010,AD,46000,   3155596-327-10,999386837MICHAEL MCFERREN     ,USD,0,127.01,AP,09/17/2025,               ,30002,     ,N327010,145394704,Global Ledger Transaction Interface created
AHF,202509_0030,3,30,0,30,101010,AD,45970,   3155634-327-9,999386860CHRISTINE KESTNER    ,USD,0,432.65,AP,09/17/2025,               ,30002,     ,N32709,145394703,Global Ledger Transaction Interface created
AHF,202509_0030,4,30,0,30,101010,AD,45970,   3155595-327-8,999386836ROBERT KRAFT         ,USD,0,300,AP,09/17/2025,               ,30002,     ,N32708,145394702,Global Ledger Transaction Interface created
AHF,202509_0030,5,30,0,30,101010,AD,09/15/2025,   3155258-294-2,999386833Rodney Fath          ,USD,0,143.57,AP,09/16/2025,               ,30002,     ,N29402,145388858,Global Ledger Transaction Interface created
AHF,202509_0030,6,30,0,30,101010,AD,45909,   3153999-209-4,999386763ALLEN GARBER         ,USD,0,300,AP,45970,               ,30002,     ,N20904,145143237,Global Ledger Transaction Interface created
AHF,202509_0030,7,30,0,30,101010,AD,45909,   3153997-209-3,999386761CRAIG DMITSAK        ,USD,0,300,AP,45970,               ,30002,     ,N20903,145143236,Global Ledger Transaction Interface created
AHF,202509_0030,8,30,0,30,101010,JE,45667,-160,Brightree Journal Export ARAdj,USD,0,-90523.38,GL,09/30/2025,               ,30002,     ,N121039,145614905,Global Ledger Transaction Interface created
AHF,202509_0030,9,30,0,30,101010,JE,45667,-159,Brightree Journal Export ARAdj,USD,0,-144784.15,GL,09/30/2025,               ,30002,     ,N121038,145614904,Global Ledger Transaction Interface created
AHF,202509_0030,10,30,0,30,101010,JE,45667,-158,Brightree Journal Export ARAdj,USD,0,-49120.57,GL,09/30/2025,               ,30002,     ,N121037,145614903,Global Ledger Transaction Interface created
AHF,202509_0030,11,30,0,30,101010,JE,45667,-157,Brightree Journal Export ARAdj,USD,0,-37502.54,GL,09/30/2025,               ,30002,     ,N121036,145614902,Global Ledger Transaction Interface created
AHF,202509_0030,12,30,0,30,101010,JE,45667,-156,Brightree Journal Export ARAdj,USD,0,-521156.32,GL,09/30/2025,               ,30002,     ,N121035,145614901,Global Ledger Transaction Interface created
AHF,202509_0030,13,30,0,30,101010,JE,45667,-152,Brightree Journal Export ARPmt,USD,0,-63688.94,GL,09/30/2025,               ,30002,     ,N121031,145614897,Global Ledger Transaction Interface created
AHF,202509_0030,14,30,0,30,101010,JE,45667,-151,Brightree Journal Export ARPmt,USD,0,-93735.53,GL,09/30/2025,               ,30002,     ,N121030,145614896,Global Ledger Transaction Interface created
AHF,202509_0030,15,30,0,30,101010,JE,45667,-150,Brightree Journal Export ARPmt,USD,0,-49975.1,GL,09/30/2025,               ,30002,     ,N121029,145614895,Global Ledger Transaction Interface created
AHF,202509_0030,16,30,0,30,101010,JE,45667,-149,Brightree Journal Export ARPmt,USD,0,-37482.3,GL,09/30/2025,               ,30002,     ,N121028,145614894,Global Ledger Transaction Interface created
AHF,202509_0030,17,30,0,30,101010,JE,45667,-148,Brightree Journal Export ARPmt,USD,0,-285139.82,GL,09/30/2025,               ,30002,     ,N121027,145614893,Global Ledger Transaction Interface created
AHF,202509_0030,18,30,0,30,101010,JE,45667,-136,Brightree Journal Export ARRev,USD,0,144822.37,GL,09/30/2025,               ,30002,     ,N121015,145614881,Global Ledger Transaction Interface created
AHF,202509_0030,19,30,0,30,101010,JE,45667,-135,Brightree Journal Export ARRev,USD,0,237501.97,GL,09/30/2025,               ,30002,     ,N121014,145614880,Global Ledger Transaction Interface created
AHF,202509_0030,20,30,0,30,101010,JE,45667,-134,Brightree Journal Export ARRev,USD,0,88364.44,GL,09/30/2025,               ,30002,     ,N121013,145614879,Global Ledger Transaction Interface created
AHF,202509_0030,21,30,0,30,101010,JE,45667,-133,Brightree Journal Export ARRev,USD,0,811942.4,GL,09/30/2025,               ,30002,     ,N121012,145614878,Global Ledger Transaction Interface created
AHF,202509_0030,22,30,0,30,101010,JE,45667,-132,Brightree Journal Export ARRev,USD,0,86202.31,GL,09/30/2025,               ,30002,     ,N121011,145614877,Global Ledger Transaction Interface created
AHF,202509_0030,23,30,0,30,101010,AD,09/16/2025,   3157446-407-8,999387046DARYL SWINEHART      ,USD,0,300,AP,09/22/2025,               ,30002,     ,N40708,145456802,Global Ledger Transaction Interface created
