FinanceEnterpriseGroup,GLTransactionInterface.RunGroup,GLTransactionInterface.SequenceNumber,AccountingEntity,Status,ToAccountingEntity,AccountCode,GeneralLedgerEvent,TransactionDate,Reference,Description,CurrencyCode,UnitsAmount,TransactionAmount,System,PostingDate,Project,FinanceDimension1,FinanceDimension3,DocumentNumber,GLTObjectID,Column1
AHF,202507_0030,1,30,0,30,101010,JE,45665,-154,Brightree Journal Export ARAdj,USD,0,-100086.95,GL,07/31/2025,               ,30002,     ,N115039,144395754,Global Ledger Transaction Interface created
AHF,202507_0030,2,30,0,30,101010,JE,45665,-153,Brightree Journal Export ARAdj,USD,0,-138102.42,GL,07/31/2025,               ,30002,     ,N115038,144395753,Global Ledger Transaction Interface created
AHF,202507_0030,3,30,0,30,101010,JE,45665,-152,Brightree Journal Export ARAdj,USD,0,-48574.19,GL,07/31/2025,               ,30002,     ,N115037,144395752,Global Ledger Transaction Interface created
AHF,202507_0030,4,30,0,30,101010,JE,45665,-151,Brightree Journal Export ARAdj,USD,0,-35819.98,GL,07/31/2025,               ,30002,     ,N115036,144395751,Global Ledger Transaction Interface created
AHF,202507_0030,5,30,0,30,101010,JE,45665,-150,Brightree Journal Export ARAdj,USD,0,-505777.54,GL,07/31/2025,               ,30002,     ,N115035,144395750,Global Ledger Transaction Interface created
AHF,202507_0030,6,30,0,30,101010,JE,45665,-146,Brightree Journal Export ARPmt,USD,0,-79029.56,GL,07/31/2025,               ,30002,     ,N115031,144395746,Global Ledger Transaction Interface created
AHF,202507_0030,7,30,0,30,101010,JE,45665,-145,Brightree Journal Export ARPmt,USD,0,-140851.12,GL,07/31/2025,               ,30002,     ,N115030,144395745,Global Ledger Transaction Interface created
AHF,202507_0030,8,30,0,30,101010,JE,45665,-144,Brightree Journal Export ARPmt,USD,0,-40006.56,GL,07/31/2025,               ,30002,     ,N115029,144395744,Global Ledger Transaction Interface created
AHF,202507_0030,9,30,0,30,101010,JE,45665,-143,Brightree Journal Export ARPmt,USD,0,-39137.86,GL,07/31/2025,               ,30002,     ,N115028,144395743,Global Ledger Transaction Interface created
AHF,202507_0030,10,30,0,30,101010,JE,45665,-142,Brightree Journal Export ARPmt,USD,0,-308724.13,GL,07/31/2025,               ,30002,     ,N115027,144395742,Global Ledger Transaction Interface created
AHF,202507_0030,11,30,0,30,101010,JE,45665,-130,Brightree Journal Export ARRev,USD,0,174604.42,GL,07/31/2025,               ,30002,     ,N115015,144395730,Global Ledger Transaction Interface created
AHF,202507_0030,12,30,0,30,101010,JE,45665,-129,Brightree Journal Export ARRev,USD,0,245867.33,GL,07/31/2025,               ,30002,     ,N115014,144395729,Global Ledger Transaction Interface created
AHF,202507_0030,13,30,0,30,101010,JE,45665,-128,Brightree Journal Export ARRev,USD,0,88517.82,GL,07/31/2025,               ,30002,     ,N115013,144395728,Global Ledger Transaction Interface created
AHF,202507_0030,14,30,0,30,101010,JE,45665,-127,Brightree Journal Export ARRev,USD,0,786134.15,GL,07/31/2025,               ,30002,     ,N115012,144395727,Global Ledger Transaction Interface created
AHF,202507_0030,15,30,0,30,101010,JE,45665,-126,Brightree Journal Export ARRev,USD,0,74599.99,GL,07/31/2025,               ,30002,     ,N115011,144395726,Global Ledger Transaction Interface created
AHF,202507_0030,16,30,0,30,101010,AD,07/18/2025,   3136540-372-56,    34020CGS ADMINISTRATORS LL,USD,0,88.84,AP,07/22/2025,               ,30002,     ,N372056,144178081,Global Ledger Transaction Interface created
AHF,202507_0030,17,30,0,30,101010,AD,45723,   3131696-111-7,999383571FREDERICK ADCOCK     ,USD,0,64.16,AP,45845,               ,30002,     ,N11107,143857152,Global Ledger Transaction Interface created
AHF,202507_0030,18,30,0,30,101010,AD,45723,   3131695-111-6,999383570DONALD CARPENTER     ,USD,0,76.03,AP,45845,               ,30002,     ,N11106,143857151,Global Ledger Transaction Interface created
AHF,202507_0030,19,30,0,30,101010,AD,45723,   3131694-111-5,999383569Dennis Glazer        ,USD,0,17.55,AP,45845,               ,30002,     ,N11105,143857150,Global Ledger Transaction Interface created
AHF,202507_0030,20,30,0,30,101010,AD,45664,   3131382-98-20,999383566MILLER JOSEPH        ,USD,0,53.59,AP,45845,               ,30002,     ,N98020,143834964,Global Ledger Transaction Interface created
AHF,202507_0030,21,30,0,30,101010,AD,07/16/2025,   3136688-394-6,999384465RALPH LAB            ,USD,0,24.67,AP,07/22/2025,               ,30002,     ,N39406,144184631,Global Ledger Transaction Interface created
AHF,202507_0030,22,30,0,30,102230,JE,45846,-330,PAC Allowances 07             ,USD,0,-10334,GL,07/31/2025,               ,30002,     ,N317013,144484646,Global Ledger Transaction Interface created
AHF,202507_0030,23,30,0,30,105033,ZB,07/18/2025,GL190-508-6,Auto Offset From Zone 33      ,USD,0,-267.8,AP,07/29/2025,               ,30002,     ,N50806,144251468,Global Ledger Transaction Interface created
AHF,202507_0030,24,30,0,30,105110,ZB,07/31/2025,GL190-6-1743,Auto Offset From Zone 10      ,USD,0,48.15,PR,07/31/2025,               ,30002,     ,I601743,144230429,Global Ledger Transaction Interface created
AHF,202507_0030,25,30,0,30,105110,ZB,07/31/2025,GL190-5-7487,Auto Offset From Zone 10      ,USD,0,3951.4,PR,07/31/2025,               ,30002,     ,I507487,144230366,Global Ledger Transaction Interface created
AHF,202507_0030,26,30,0,30,105110,ZB,45907,GL190-25-142,Auto Offset From Zone 10      ,USD,0,-177.01,AP,45907,               ,30002,     ,I250142,143942677,Global Ledger Transaction Interface created
AHF,202507_0030,27,30,0,30,105110,ZB,06/27/2025,GL190-20-206,Auto Offset From Zone 10      ,USD,0,-7761.79,AP,45876,               ,30002,     ,I200206,143937529,Global Ledger Transaction Interface created
AHF,202507_0030,28,30,0,30,105110,ZB,45722,GL190-19-49,Auto Offset From Zone 10      ,USD,0,-139.95,AP,45845,               ,30002,     ,I19049,143936666,Global Ledger Transaction Interface created
AHF,202507_0030,29,30,0,30,105110,ZB,06/30/2025,GL190-18-664,Auto Offset From Zone 10      ,USD,0,-838.58,AP,45845,               ,30002,     ,I180664,143935811,Global Ledger Transaction Interface created
AHF,202507_0030,30,30,0,30,105110,ZB,45664,GL190-10-289,Auto Offset From Zone 10      ,USD,0,-19.1,AP,45695,               ,30002,     ,I100289,143928078,Global Ledger Transaction Interface created
AHF,202507_0030,31,30,0,30,105110,ZB,06/23/2025,GL190-8-405,Auto Offset From Zone 10      ,USD,0,-4158.57,AP,45695,               ,30002,     ,I80405,143926362,Global Ledger Transaction Interface created
AHF,202507_0030,32,30,0,30,105110,ZB,06/30/2025,GL190-7-1227,Auto Offset From Zone 10      ,USD,0,-123.82,PR,45664,               ,30002,     ,R701227,144074971,Global Ledger Transaction Interface created
AHF,202507_0030,33,30,0,30,105110,ZB,06/30/2025,GL190-6-4300,Auto Offset From Zone 10      ,USD,0,-1502.28,PR,45664,               ,30002,     ,R604300,144074112,Global Ledger Transaction Interface created
AHF,202507_0030,34,30,0,30,105110,ZB,45723,GL190-3-193,Auto Offset From Zone 10      ,USD,0,-12,AP,45723,               ,30002,     ,I30193,143922063,Global Ledger Transaction Interface created
AHF,202507_0030,35,30,0,30,105110,ZB,45723,GL190-1-8333,Auto Offset From Zone 10      ,USD,0,-43148.91,PR,45723,               ,30002,     ,I108333,144073247,Global Ledger Transaction Interface created
AHF,202507_0030,36,30,0,30,105110,ZB,06/30/2025,GL190-1-2004,Auto Offset From Zone 10      ,USD,0,300,PO,45664,               ,30002,     ,R102004,144072392,Global Ledger Transaction Interface created
AHF,202507_0030,37,30,0,30,105110,ZB,45664,GL190-1-580,Auto Offset From Zone 10      ,USD,0,-12966.06,GL,07/31/2025,               ,30002,     ,I10580,144038891,Global Ledger Transaction Interface created
AHF,202507_0030,38,30,0,30,105110,ZB,05/14/2025,GL190-58-218,Auto Offset From Zone 10      ,USD,0,-295,AP,07/22/2025,               ,30002,     ,I580218,144179179,Global Ledger Transaction Interface created
AHF,202507_0030,39,30,0,30,105110,ZB,45999,GL190-140-26,Auto Offset From Zone 10      ,USD,0,38613.32,GL,07/31/2025,               ,30002,     ,I140026,144518833,Global Ledger Transaction Interface created
AHF,202507_0030,40,30,0,30,105110,ZB,45846,GL190-275-17,Auto Offset From Zone 10      ,USD,0,-8906.79,GL,07/31/2025,               ,30002,     ,N275017,144466522,Global Ledger Transaction Interface created
AHF,202507_0030,41,30,0,30,105110,ZB,45816,GL190-95-35,Auto Offset From Zone 10      ,USD,0,-1591.66,GL,07/31/2025,               ,30002,     ,I95035,144457945,Global Ledger Transaction Interface created
AHF,202507_0030,42,30,0,30,105110,ZB,45755,GL190-55-201,Auto Offset From Zone 10      ,USD,0,-730,GL,07/31/2025,               ,30002,     ,I550201,144426741,Global Ledger Transaction Interface created
AHF,202507_0030,43,30,0,30,105110,ZB,07/15/2025,GL190-11-3225,Auto Offset From Zone 10      ,USD,0,-57.94,IC,07/15/2025,               ,30002,     ,I1103225,144372441,Global Ledger Transaction Interface created
AHF,202507_0030,44,30,0,30,105110,ZB,45876,GL190-6-2342,Auto Offset From Zone 10      ,USD,0,-40.38,IC,45876,               ,30002,     ,I602342,144370696,Global Ledger Transaction Interface created
AHF,202507_0030,45,30,0,30,105110,ZB,05/15/2025,GL190-558-114,Auto Offset From Zone 10      ,USD,0,-184.86,AP,07/29/2025,               ,30002,     ,N5580114,144269034,Global Ledger Transaction Interface created
AHF,202507_0030,46,30,0,30,105110,ZB,07/31/2025,GL190-16-194,Auto Offset From Zone 10      ,USD,0,-37.77,GL,07/31/2025,               ,30002,     ,I160194,144260924,Global Ledger Transaction Interface created
AHF,202507_0030,47,30,0,30,105110,ZB,07/31/2025,GL190-15-83,Auto Offset From Zone 10      ,USD,0,387.68,GL,07/31/2025,               ,30002,     ,I15083,144260889,Global Ledger Transaction Interface created
AHF,202507_0030,48,30,0,30,105110,ZB,07/21/2025,GL190-72-269,Auto Offset From Zone 10      ,USD,0,-687.5,AP,07/29/2025,               ,30002,     ,I720269,144250812,Global Ledger Transaction Interface created
AHF,202507_0030,49,30,0,30,105110,ZB,07/18/2025,GL190-41-196,Auto Offset From Zone 10      ,USD,0,-12,AP,07/18/2025,               ,30002,     ,I410196,144128472,Global Ledger Transaction Interface created
AHF,202507_0030,50,30,0,30,105110,ZB,07/18/2025,GL190-4-8602,Auto Offset From Zone 10      ,USD,0,-41617.04,PR,07/18/2025,               ,30002,     ,I408602,144121276,Global Ledger Transaction Interface created
AHF,202507_0030,51,30,0,30,105110,ZB,07/15/2025,GL190-4-543,Auto Offset From Zone 10      ,USD,0,-12471.91,GL,07/31/2025,               ,30002,     ,I40543,144129510,Global Ledger Transaction Interface created
AHF,202507_0030,52,30,0,30,105110,ZB,06/22/2025,GL190-3-5651,Auto Offset From Zone 10      ,USD,0,-1040.79,PR,45998,               ,30002,     ,I305651,144121223,Global Ledger Transaction Interface created
AHF,202507_0030,53,30,0,30,105110,ZB,07/14/2025,GL190-217-17,Auto Offset To Zone 10        ,USD,0,-7420.97,AP,07/14/2025,               ,30002,     ,N217017,144031149,Global Ledger Transaction Interface created
AHF,202507_0030,54,30,0,30,105110,ZB,45968,GL190-184-3,Auto Offset To Zone 10        ,USD,0,274.58,AP,45968,               ,30002,     ,N18403,144019123,Global Ledger Transaction Interface created
AHF,202507_0030,55,30,0,30,105110,ZB,45968,GL190-179-13,Auto Offset To Zone 10        ,USD,0,-20454.48,AP,45968,               ,30002,     ,N179013,144016546,Global Ledger Transaction Interface created
AHF,202507_0030,56,30,0,30,105110,ZB,45754,GL190-73-13,Auto Offset To Zone 10        ,USD,0,-30914.07,AP,45754,               ,30002,     ,N73013,143971019,Global Ledger Transaction Interface created
AHF,202507_0030,57,30,0,30,105110,ZB,45723,GL190-53-7,Auto Offset To Zone 10        ,USD,0,-7782.13,AP,45723,               ,30002,     ,N5307,143962429,Global Ledger Transaction Interface created
AHF,202507_0030,58,30,0,30,105110,ZB,45723,GL190-48-5,Auto Offset To Zone 10        ,USD,0,-953.04,AP,45723,               ,30002,     ,N4805,143958993,Global Ledger Transaction Interface created
AHF,202507_0030,59,30,0,30,105110,ZB,45695,GL190-40-1225,Auto Offset From Zone 10      ,USD,0,123.82,GL,45664,               ,30002,     ,R4001225,144062943,Global Ledger Transaction Interface created
AHF,202507_0030,60,30,0,30,105110,ZB,45695,GL190-39-1225,Auto Offset From Zone 10      ,USD,0,123.82,GL,45664,               ,30002,     ,R3901225,144062084,Global Ledger Transaction Interface created
AHF,202507_0030,61,30,0,30,105110,ZB,45664,GL190-33-108,Auto Offset From Zone 10      ,USD,0,-509.98,AP,45968,               ,30002,     ,I330108,143952128,Global Ledger Transaction Interface created
AHF,202507_0030,62,30,0,30,105110,ZB,45664,GL190-32-17,Auto Offset From Zone 10      ,USD,0,-128.96,AP,45968,               ,30002,     ,I32017,143950410,Global Ledger Transaction Interface created
AHF,202507_0030,63,30,0,30,105110,ZB,45937,GL190-30-264,Auto Offset From Zone 10      ,USD,0,-103.94,AP,45937,               ,30002,     ,I300264,143947835,Global Ledger Transaction Interface created
AHF,202507_0030,64,30,0,30,105110,ZB,45967,GL190-26-326,Auto Offset From Zone 10      ,USD,0,-1586.02,AP,45937,               ,30002,     ,I260326,143943542,Global Ledger Transaction Interface created
AHF,202507_0030,65,30,0,30,105110,ZB,45815,GL190-35-457,Auto Offset From Zone 10      ,USD,0,-4,AP,07/14/2025,               ,30002,     ,I350457,144087489,Global Ledger Transaction Interface created
AHF,202507_0030,66,30,0,30,105110,ZB,07/25/2025,GL190-67-278,Auto Offset From Zone 10      ,USD,0,-440.86,AP,07/25/2025,               ,30002,     ,I670278,144199421,Global Ledger Transaction Interface created
AHF,202507_0030,67,30,0,30,105110,ZB,07/28/2025,GL190-11-64,Auto Offset From Zone 10      ,USD,0,-239.33,GL,07/31/2025,               ,30002,     ,I11064,144212085,Global Ledger Transaction Interface created
AHF,202507_0030,68,30,0,30,105110,ZB,45877,GL190-322-32,Auto Offset From Zone 10      ,USD,0,-1254.99,GL,07/31/2025,               ,30002,     ,N322032,144492184,Global Ledger Transaction Interface created
AHF,202507_0030,69,30,0,30,105110,ZB,45785,GL190-89-60,Auto Offset From Zone 10      ,USD,0,-201.24,GL,07/31/2025,               ,30002,     ,I89060,144453891,Global Ledger Transaction Interface created
AHF,202507_0030,70,30,0,30,105110,ZB,45785,GL190-87-294,Auto Offset From Zone 10      ,USD,0,-1938.26,GL,07/31/2025,               ,30002,     ,I870294,144443539,Global Ledger Transaction Interface created
AHF,202507_0030,71,30,0,30,105110,ZB,45785,GL190-76-183,Auto Offset From Zone 10      ,USD,0,-23136.84,GL,07/31/2025,               ,30002,     ,I760183,144441518,Global Ledger Transaction Interface created
AHF,202507_0030,72,30,0,30,105110,ZB,45785,GL190-73-1767,Auto Offset From Zone 10      ,USD,0,-48.15,GL,07/31/2025,               ,30002,     ,I7301767,144438348,Global Ledger Transaction Interface created
AHF,202507_0030,73,30,0,30,105110,ZB,45785,GL190-72-1767,Auto Offset From Zone 10      ,USD,0,-48.15,GL,07/31/2025,               ,30002,     ,I7201767,144438300,Global Ledger Transaction Interface created
AHF,202507_0030,74,30,0,30,105110,ZB,45785,GL190-65-114,Auto Offset From Zone 10      ,USD,0,-2675.62,GL,07/31/2025,               ,30002,     ,I650114,144432284,Global Ledger Transaction Interface created
AHF,202507_0030,75,30,0,30,105110,ZB,45665,GL190-115-66,Auto Offset From Zone 10      ,USD,0,608814.08,GL,07/31/2025,               ,30002,     ,N115066,144405947,Global Ledger Transaction Interface created
AHF,202507_0030,76,30,0,30,105110,ZB,06/19/2025,GL190-81-92,Auto Offset From Zone 10      ,USD,0,-250.15,AP,07/31/2025,               ,30002,     ,I81092,144364057,Global Ledger Transaction Interface created
AHF,202507_0030,77,30,0,30,105110,ZB,07/24/2025,GL190-18-3298,Auto Offset From Zone 10      ,USD,0,-96.1,IC,07/24/2025,               ,30002,     ,I1803298,144374884,Global Ledger Transaction Interface created
AHF,202507_0030,78,30,0,30,105110,ZB,06/30/2025,GL190-551-10,Auto Offset From Zone 10      ,USD,0,-320.05,AP,07/18/2025,               ,30002,     ,N551010,144268432,Global Ledger Transaction Interface created
AHF,202507_0030,79,30,0,30,105110,ZB,07/31/2025,GL190-541-3,Auto Offset To Zone 10        ,USD,0,-27.76,AP,07/31/2025,               ,30002,     ,N54103,144267711,Global Ledger Transaction Interface created
AHF,202507_0030,80,30,0,30,105110,ZB,07/31/2025,GL190-20-170,Auto Offset From Zone 10      ,USD,0,-28,GL,07/31/2025,               ,30002,     ,I200170,144269640,Global Ledger Transaction Interface created
AHF,202507_0030,81,30,0,30,105110,ZB,07/31/2025,GL190-19-67,Auto Offset From Zone 10      ,USD,0,-250,GL,07/31/2025,               ,30002,     ,I19067,144269512,Global Ledger Transaction Interface created
AHF,202507_0030,82,30,0,30,105110,ZB,07/31/2025,GL190-18-869,Auto Offset From Zone 10      ,USD,0,-957.43,GL,07/31/2025,               ,30002,     ,I180869,144269404,Global Ledger Transaction Interface created
AHF,202507_0030,83,30,0,30,105110,ZB,07/30/2025,GL190-514-5,Auto Offset To Zone 10        ,USD,0,-5848.73,AP,07/30/2025,               ,30002,     ,N51405,144255263,Global Ledger Transaction Interface created
AHF,202507_0030,84,30,0,30,105110,ZB,45815,GL190-10-5429,Auto Offset From Zone 10      ,USD,0,-1025.3,PR,07/26/2025,               ,30002,     ,I1005429,144251696,Global Ledger Transaction Interface created
AHF,202507_0030,85,30,0,30,105110,ZB,07/28/2025,GL190-459-25,Auto Offset To Zone 10        ,USD,0,-12701.83,AP,07/28/2025,               ,30002,     ,N459025,144208028,Global Ledger Transaction Interface created
AHF,202507_0030,86,30,0,30,105110,ZB,06/30/2025,GL190-68-419,Auto Offset From Zone 10      ,USD,0,-15358.5,AP,07/28/2025,               ,30002,     ,I680419,144210999,Global Ledger Transaction Interface created
AHF,202507_0030,87,30,0,30,105110,ZB,06/19/2025,GL190-454-50,Auto Offset From Zone 10      ,USD,0,-521.9,AP,07/25/2025,               ,30002,     ,N454050,144201073,Global Ledger Transaction Interface created
AHF,202507_0030,88,30,0,30,105110,ZB,06/30/2025,GL190-442-219,Auto Offset From Zone 10      ,USD,0,-281,AP,07/24/2025,               ,30002,     ,N4420219,144199915,Global Ledger Transaction Interface created
AHF,202507_0030,89,30,0,30,105110,ZB,07/25/2025,GL190-427-7,Auto Offset To Zone 10        ,USD,0,-3421.66,AP,07/25/2025,               ,30002,     ,N42707,144195258,Global Ledger Transaction Interface created
AHF,202507_0030,90,30,0,30,105110,ZB,07/25/2025,GL190-419-3,Auto Offset To Zone 10        ,USD,0,27.76,AP,07/25/2025,               ,30002,     ,N41903,144195189,Global Ledger Transaction Interface created
AHF,202507_0030,91,30,0,30,105110,ZB,07/25/2025,GL190-9-32,Auto Offset From Zone 10      ,USD,0,-870.39,GL,07/31/2025,               ,30002,     ,I9032,144200203,Global Ledger Transaction Interface created
AHF,202507_0030,92,30,0,30,105110,ZB,07/25/2025,GL190-8-953,Auto Offset From Zone 10      ,USD,0,-216.05,GL,07/31/2025,               ,30002,     ,I80953,144196945,Global Ledger Transaction Interface created
AHF,202507_0030,93,30,0,30,105110,ZB,07/24/2025,GL190-405-7,Auto Offset To Zone 10        ,USD,0,-2527.43,AP,07/24/2025,               ,30002,     ,N40507,144191861,Global Ledger Transaction Interface created
AHF,202507_0030,94,30,0,30,105110,ZB,07/24/2025,GL190-403-5,Auto Offset To Zone 10        ,USD,0,-985.67,AP,07/24/2025,               ,30002,     ,N40305,144191817,Global Ledger Transaction Interface created
AHF,202507_0030,95,30,0,30,105110,ZB,05/30/2025,GL190-65-417,Auto Offset From Zone 10      ,USD,0,-96,AP,07/24/2025,               ,30002,     ,I650417,144191786,Global Ledger Transaction Interface created
AHF,202507_0030,96,30,0,30,105110,ZB,07/23/2025,GL190-381-19,Auto Offset To Zone 10        ,USD,0,-149044.42,AP,07/23/2025,               ,30002,     ,N381019,144183704,Global Ledger Transaction Interface created
AHF,202507_0030,97,30,0,30,105110,ZB,07/21/2025,GL190-338-5,Auto Offset To Zone 10        ,USD,0,-906.05,AP,07/21/2025,               ,30002,     ,N33805,144170446,Global Ledger Transaction Interface created
AHF,202507_0030,98,30,0,30,105110,ZB,07/18/2025,GL190-313-3,Auto Offset To Zone 10        ,USD,0,-3192.6,AP,07/18/2025,               ,30002,     ,N31303,144159425,Global Ledger Transaction Interface created
AHF,202507_0030,99,30,0,30,105110,ZB,07/17/2025,GL190-283-9,Auto Offset To Zone 10        ,USD,0,-7049.22,AP,07/17/2025,               ,30002,     ,N28309,144155039,Global Ledger Transaction Interface created
AHF,202507_0030,100,30,0,30,105110,ZB,07/17/2025,GL190-281-5,Auto Offset To Zone 10        ,USD,0,-343.86,AP,07/17/2025,               ,30002,     ,N28105,144154991,Global Ledger Transaction Interface created
AHF,202507_0030,101,30,0,30,105110,ZB,07/16/2025,GL190-259-5,Auto Offset To Zone 10        ,USD,0,-457.49,AP,07/16/2025,               ,30002,     ,N25905,144147663,Global Ledger Transaction Interface created
AHF,202507_0030,102,30,0,30,105110,ZB,07/14/2025,GL190-40-227,Auto Offset From Zone 10      ,USD,0,-36.75,AP,07/15/2025,               ,30002,     ,I400227,144128380,Global Ledger Transaction Interface created
AHF,202507_0030,103,30,0,30,105110,ZB,45937,GL190-154-9,Auto Offset To Zone 10        ,USD,0,-5579.06,AP,45937,               ,30002,     ,N15409,144007956,Global Ledger Transaction Interface created
AHF,202507_0030,104,30,0,30,105110,ZB,45937,GL190-150-3,Auto Offset To Zone 10        ,USD,0,-29.04,AP,45937,               ,30002,     ,N15003,144005379,Global Ledger Transaction Interface created
AHF,202507_0030,105,30,0,30,105110,ZB,45907,GL190-124-3,Auto Offset To Zone 10        ,USD,0,-1230.23,AP,45907,               ,30002,     ,N12403,143995930,Global Ledger Transaction Interface created
AHF,202507_0030,106,30,0,30,105110,ZB,45965,GL190-108-127,Auto Offset From Zone 10      ,USD,0,-273.87,AP,45845,               ,30002,     ,N1080127,143989924,Global Ledger Transaction Interface created
AHF,202507_0030,107,30,0,30,105110,ZB,45845,GL190-90-41,Auto Offset To Zone 10        ,USD,0,-28018.66,AP,45845,               ,30002,     ,N90041,143982186,Global Ledger Transaction Interface created
AHF,202507_0030,108,30,0,30,105110,ZB,45695,GL190-34-37,Auto Offset To Zone 10        ,USD,0,-90123.19,AP,45695,               ,30002,     ,N34037,143953839,Global Ledger Transaction Interface created
AHF,202507_0030,109,30,0,30,105110,ZB,45664,GL190-1-3,Auto Offset To Zone 10        ,USD,0,543.83,AP,45664,               ,30002,     ,N103,143920338,Global Ledger Transaction Interface created
AHF,202507_0030,110,30,0,30,105110,ZB,45664,GL190-1-561,Auto Offset From Zone 10      ,USD,0,-10370.35,AP,45664,               ,30002,     ,I10561,143919490,Global Ledger Transaction Interface created
AHF,202507_0030,111,30,0,30,105120,ZB,45937,GL190-484-270,Auto Offset From Zone 20      ,USD,0,-473.19,AP,07/28/2025,               ,30002,     ,N4840270,144211617,Global Ledger Transaction Interface created
AHF,202507_0030,112,30,0,30,106000,AD,07/17/2025,   3136748-398-20,    21834ALLEGIANCE CORPORATIO,USD,0,2489.32,AP,07/23/2025,               ,30002,     ,N398020,144184934,Global Ledger Transaction Interface created
AHF,202507_0030,113,30,0,30,106000,AD,07/23/2025,   3137851-447-27,    35469AMOENA USA           ,USD,0,35.33,AP,07/25/2025,               ,30002,     ,N447027,144198404,Global Ledger Transaction Interface created
AHF,202507_0030,114,30,0,30,106000,AD,07/24/2025,   3137846-447-28,    30464GLENN MEDICAL SYSTEMS,USD,0,-50,AP,07/25/2025,               ,30002,     ,N447028,144198405,Global Ledger Transaction Interface created
AHF,202507_0030,115,30,0,30,106000,AD,07/24/2025,   3137950-447-29,    35461AMERICAN BREAST CARE ,USD,0,17.64,AP,07/25/2025,               ,30002,     ,N447029,144198406,Global Ledger Transaction Interface created
AHF,202507_0030,116,30,0,30,106000,AD,07/24/2025,   3137852-447-30,    35469AMOENA USA           ,USD,0,86.84,AP,07/25/2025,               ,30002,     ,N447030,144198407,Global Ledger Transaction Interface created
AHF,202507_0030,117,30,0,30,106000,AD,07/24/2025,   3137853-447-31,    37940DEROYAL INDUSTRIES   ,USD,0,509.23,AP,07/25/2025,               ,30002,     ,N447031,144198408,Global Ledger Transaction Interface created
AHF,202507_0030,118,30,0,30,106000,AD,07/22/2025,   3137843-447-18,    21834ALLEGIANCE CORPORATIO,USD,0,265.5,AP,07/25/2025,               ,30002,     ,N447018,144198395,Global Ledger Transaction Interface created
AHF,202507_0030,119,30,0,30,106000,AD,07/23/2025,   3137886-447-19,    19109FISHER & PAYKEL HEALT,USD,0,3447,AP,07/25/2025,               ,30002,     ,N447019,144198396,Global Ledger Transaction Interface created
