FinanceEnterpriseGroup,GLTransactionInterface.RunGroup,GLTransactionInterface.SequenceNumber,AccountingEntity,Status,ToAccountingEntity,AccountCode,GeneralLedgerEvent,TransactionDate,Reference,Description,CurrencyCode,UnitsAmount,TransactionAmount,System,PostingDate,Project,FinanceDimension1,FinanceDimension3,DocumentNumber,GLTObjectID
AHF,202507_0067,1,67,0,67,100008,JE,08/01/2025,-100035-11,Charge Cerner Activity Reclass,USD,0.00,22300.56,GL,07/31/2025,               ,67102          ,     ,I100035011,144400999
AHF,202507_0067,2,67,0,67,100008,JE,08/07/2025,-97-1,R/C Bal Sht error postings    ,USD,0.00,-22300.56,GL,07/31/2025,               ,67102          ,     ,N9701,144468269
AHF,202507_0067,3,67,0,67,100008,JE,08/01/2025,-100035-39,Charge Cerner Activity Reclass,USD,0.00,10673.16,GL,07/31/2025,               ,67235          ,     ,I100035039,144401027
AHF,202507_0067,4,67,0,67,100008,JE,08/07/2025,-97-2,R/C Bal Sht error postings    ,USD,0.00,-10673.16,GL,07/31/2025,               ,67235          ,     ,N9702,144468270
AHF,202507_0067,5,67,0,67,100008,NL,07/03/2025,AMBULATORY-4-25,Cash                          ,USD,0.00,570.16,GL,07/02/2025,               ,67241          ,     ,N4025,143796490
AHF,202507_0067,6,67,0,67,100008,NL,07/08/2025,AMBULATORY-17-28,Cash                          ,USD,0.00,1104.04,GL,07/07/2025,               ,67241          ,     ,N17028,143837241
AHF,202507_0067,7,67,0,67,100008,NL,07/09/2025,AMBULATORY-19-26,Cash                          ,USD,0.00,270.71,GL,07/08/2025,               ,67241          ,     ,N19026,143858978
AHF,202507_0067,8,67,0,67,100008,NL,07/18/2025,AMBULATORY-41-29,Cash                          ,USD,0.00,450.14,GL,07/17/2025,               ,67241          ,     ,N41029,144156032
AHF,202507_0067,9,67,0,67,100008,NL,07/17/2025,AMBULATORY-39-26,Cash                          ,USD,0.00,535.24,GL,07/16/2025,               ,67241          ,     ,N39026,144150538
AHF,202507_0067,10,67,0,67,100008,NL,07/10/2025,AMBULATORY-21-23,Cash                          ,USD,0.00,231.94,GL,07/09/2025,               ,67241          ,     ,N21023,143881570
AHF,202507_0067,11,67,0,67,100008,NL,07/25/2025,AMBULATORY-58-28,Cash                          ,USD,0.00,183.98,GL,07/24/2025,               ,67241          ,     ,N58028,144192667
AHF,202507_0067,12,67,0,67,100008,NL,07/24/2025,AMBULATORY-56-29,Cash                          ,USD,0.00,377.18,GL,07/23/2025,               ,67241          ,     ,N56029,144187203
AHF,202507_0067,13,67,0,67,100008,NL,07/24/2025,AMBULATORY-56-30,Cash                          ,USD,0.00,-483.64,GL,07/23/2025,               ,67241          ,     ,N56030,144187204
AHF,202507_0067,14,67,0,67,100008,NL,07/23/2025,AMBULATORY-54-26,Cash                          ,USD,0.00,406.40,GL,07/22/2025,               ,67241          ,     ,N54026,144181037
AHF,202507_0067,15,67,0,67,100008,NL,07/30/2025,AMBULATORY-70-23,Cash                          ,USD,0.00,218.66,GL,07/29/2025,               ,67241          ,     ,N70023,144252828
AHF,202507_0067,16,67,0,67,100008,NL,07/29/2025,AMBULATORY-68-29,Cash                          ,USD,0.00,1083.48,GL,07/28/2025,               ,67241          ,     ,N68029,144212804
AHF,202507_0067,17,67,0,67,100008,NL,08/01/2025,AMBULATORY-74-35,Cash                          ,USD,0.00,846.45,GL,07/31/2025,               ,67241          ,     ,N74035,144270834
AHF,202507_0067,18,67,0,67,100008,JE,08/07/2025,-97-3,R/C Bal Sht error postings    ,USD,0.00,-5794.74,GL,07/31/2025,               ,67241          ,     ,N9703,144468271
AHF,202507_0067,19,67,0,67,100008,JE,08/07/2025,-97-4,R/C Bal Sht error postings    ,USD,0.00,-90232.50,GL,07/31/2025,               ,67242          ,     ,N9704,144468272
AHF,202507_0067,20,67,0,67,100008,JE,08/01/2025,-100035-58,Charge Cerner Activity Reclass,USD,0.00,90232.50,GL,07/31/2025,               ,67242          ,     ,I100035058,144401046
AHF,202507_0067,21,67,0,67,100008,JE,08/01/2025,-100035-91,Error Cerner Activity Reclass ,USD,0.00,466474.00,GL,07/31/2025,               ,68020          ,     ,I100035091,144401079
AHF,202507_0067,22,67,0,67,100008,JE,08/07/2025,-97-5,R/C Bal Sht error postings    ,USD,0.00,-466474.00,GL,07/31/2025,               ,68020          ,     ,N9705,144468273
AHF,202507_0067,23,67,0,67,100008,JE,08/07/2025,-97-6,R/C Bal Sht error postings    ,USD,0.00,-101410.55,GL,07/31/2025,               ,68021          ,     ,N9706,144468274
AHF,202507_0067,24,67,0,67,100008,JE,08/01/2025,-100035-111,Payment Cerner Activity Reclas,USD,0.00,101410.55,GL,07/31/2025,               ,68021          ,     ,I1000350111,144401099
AHF,202507_0067,25,67,0,67,100008,JE,08/01/2025,-100035-123,Adjustment Cerner Activity Rec,USD,0.00,86216.65,GL,07/31/2025,               ,68023          ,     ,I1000350123,144401111
AHF,202507_0067,26,67,0,67,100008,JE,08/07/2025,-97-7,R/C Bal Sht error postings    ,USD,0.00,-86216.65,GL,07/31/2025,               ,68023          ,     ,N9707,144468275
AHF,202507_0067,27,67,0,67,100008,JE,08/07/2025,-97-8,R/C Bal Sht error postings    ,USD,0.00,-197877.00,GL,07/31/2025,               ,68040          ,     ,N9708,144468276
AHF,202507_0067,28,67,0,67,100008,JE,08/01/2025,-100035-135,Charge Cerner Activity Reclass,USD,0.00,197877.00,GL,07/31/2025,               ,68040          ,     ,I1000350135,144401123
AHF,202507_0067,29,67,0,67,100008,JE,08/01/2025,-100035-151,Payment Cerner Activity Reclas,USD,0.00,97856.47,GL,07/31/2025,               ,68041          ,     ,I1000350151,144401139
AHF,202507_0067,30,67,0,67,100008,JE,08/07/2025,-97-9,R/C Bal Sht error postings    ,USD,0.00,-97856.47,GL,07/31/2025,               ,68041          ,     ,N9709,144468277
AHF,202507_0067,31,67,0,67,100008,JE,08/07/2025,-97-10,R/C Bal Sht error postings    ,USD,0.00,-310860.92,GL,07/31/2025,               ,68042          ,     ,N97010,144468278
AHF,202507_0067,32,67,0,67,100008,JE,08/01/2025,-100035-162,Charge Cerner Activity Reclass,USD,0.00,310860.92,GL,07/31/2025,               ,68042          ,     ,I1000350162,144401150
AHF,202507_0067,33,67,0,67,100008,JE,08/01/2025,-100035-181,A/R Cerner Activity Reclass   ,USD,0.00,1948.68,GL,07/31/2025,               ,68043          ,     ,I1000350181,144401169
AHF,202507_0067,34,67,0,67,100008,JE,08/07/2025,-97-11,R/C Bal Sht error postings    ,USD,0.00,-37580.16,GL,07/31/2025,               ,68043          ,     ,N97011,144468279
AHF,202507_0067,35,67,0,67,100008,NL,08/01/2025,AMBULATORY-74-181,Cash                          ,USD,0.00,2649.51,GL,07/31/2025,               ,68043          ,     ,N740181,144270980
AHF,202507_0067,36,67,0,67,100008,NL,08/01/2025,AMBULATORY-74-182,Cash                          ,USD,0.00,-120.02,GL,07/31/2025,               ,68043          ,     ,N740182,144270981
AHF,202507_0067,37,67,0,67,100008,NL,07/27/2025,AMBULATORY-61-94,Cash                          ,USD,0.00,27.65,GL,07/26/2025,               ,68043          ,     ,N61094,144202740
AHF,202507_0067,38,67,0,67,100008,NL,07/31/2025,AMBULATORY-72-181,Cash                          ,USD,0.00,1292.41,GL,07/30/2025,               ,68043          ,     ,N720181,144259799
AHF,202507_0067,39,67,0,67,100008,NL,07/31/2025,AMBULATORY-72-182,Cash                          ,USD,0.00,-248.07,GL,07/30/2025,               ,68043          ,     ,N720182,144259800
AHF,202507_0067,40,67,0,67,100008,NL,07/29/2025,AMBULATORY-68-179,Cash                          ,USD,0.00,1345.11,GL,07/28/2025,               ,68043          ,     ,N680179,144212954
AHF,202507_0067,41,67,0,67,100008,NL,07/30/2025,AMBULATORY-70-162,Cash                          ,USD,0.00,1229.63,GL,07/29/2025,               ,68043          ,     ,N700162,144252766
AHF,202507_0067,42,67,0,67,100008,NL,07/30/2025,AMBULATORY-70-163,Cash                          ,USD,0.00,-127.17,GL,07/29/2025,               ,68043          ,     ,N700163,144252767
AHF,202507_0067,43,67,0,67,100008,NL,07/25/2025,AMBULATORY-58-173,Cash                          ,USD,0.00,1324.14,GL,07/24/2025,               ,68043          ,     ,N580173,144192564
AHF,202507_0067,44,67,0,67,100008,NL,07/25/2025,AMBULATORY-58-174,Cash                          ,USD,0.00,-154.21,GL,07/24/2025,               ,68043          ,     ,N580174,144192565
AHF,202507_0067,45,67,0,67,100008,NL,07/24/2025,AMBULATORY-56-205,Cash                          ,USD,0.00,1298.15,GL,07/23/2025,               ,68043          ,     ,N560205,144187279
AHF,202507_0067,46,67,0,67,100008,NL,07/17/2025,AMBULATORY-39-176,Cash                          ,USD,0.00,3240.40,GL,07/16/2025,               ,68043          ,     ,N390176,144150386
AHF,202507_0067,47,67,0,67,100008,NL,07/17/2025,AMBULATORY-39-177,Cash                          ,USD,0.00,-121.87,GL,07/16/2025,               ,68043          ,     ,N390177,144150387
AHF,202507_0067,48,67,0,67,100008,NL,07/12/2025,AMBULATORY-26-156,Cash                          ,USD,0.00,226.39,GL,07/11/2025,               ,68043          ,     ,N260156,143894461
AHF,202507_0067,49,67,0,67,100008,NL,07/26/2025,AMBULATORY-60-167,Cash                          ,USD,0.00,162.18,GL,07/25/2025,               ,68043          ,     ,N600167,144202251
AHF,202507_0067,50,67,0,67,100008,NL,07/28/2025,AMBULATORY-62-65,Cash                          ,USD,0.00,30.00,GL,07/27/2025,               ,68043          ,     ,N62065,144203057
AHF,202507_0067,51,67,0,67,100008,NL,07/16/2025,AMBULATORY-36-187,Cash                          ,USD,0.00,3955.83,GL,07/15/2025,               ,68043          ,     ,N360187,144142519
AHF,202507_0067,52,67,0,67,100008,NL,07/15/2025,AMBULATORY-34-168,Cash                          ,USD,0.00,339.85,GL,07/14/2025,               ,68043          ,     ,N340168,144094013
AHF,202507_0067,53,67,0,67,100008,NL,07/11/2025,AMBULATORY-23-175,Cash                          ,USD,0.00,2053.55,GL,07/10/2025,               ,68043          ,     ,N230175,143886918
AHF,202507_0067,54,67,0,67,100008,NL,07/11/2025,AMBULATORY-23-176,Cash                          ,USD,0.00,-650.43,GL,07/10/2025,               ,68043          ,     ,N230176,143886919
AHF,202507_0067,55,67,0,67,100008,NL,07/18/2025,AMBULATORY-41-194,Cash                          ,USD,0.00,5601.03,GL,07/17/2025,               ,68043          ,     ,N410194,144155801
AHF,202507_0067,56,67,0,67,100008,NL,07/18/2025,AMBULATORY-41-195,Cash                          ,USD,0.00,-748.76,GL,07/17/2025,               ,68043          ,     ,N410195,144155802
AHF,202507_0067,57,67,0,67,100008,NL,07/19/2025,AMBULATORY-43-166,Cash                          ,USD,0.00,3753.64,GL,07/18/2025,               ,68043          ,     ,N430166,144164407
AHF,202507_0067,58,67,0,67,100008,NL,07/19/2025,AMBULATORY-43-167,Cash                          ,USD,0.00,-59.00,GL,07/18/2025,               ,68043          ,     ,N430167,144164408
AHF,202507_0067,59,67,0,67,100008,NL,07/21/2025,AMBULATORY-45-75,Cash                          ,USD,0.00,556.57,GL,07/20/2025,               ,68043          ,     ,N45075,144165303
AHF,202507_0067,60,67,0,67,100008,NL,07/23/2025,AMBULATORY-54-173,Cash                          ,USD,0.00,1396.93,GL,07/22/2025,               ,68043          ,     ,N540173,144180983
AHF,202507_0067,61,67,0,67,100008,NL,07/23/2025,AMBULATORY-54-174,Cash                          ,USD,0.00,-183.55,GL,07/22/2025,               ,68043          ,     ,N540174,144180984
AHF,202507_0067,62,67,0,67,100008,NL,07/22/2025,AMBULATORY-51-183,Cash                          ,USD,0.00,588.44,GL,07/21/2025,               ,68043          ,     ,N510183,144173768
AHF,202507_0067,63,67,0,67,100008,NL,07/22/2025,AMBULATORY-51-184,Cash                          ,USD,0.00,-269.51,GL,07/21/2025,               ,68043          ,     ,N510184,144173769
AHF,202507_0067,64,67,0,67,100008,NL,07/04/2025,AMBULATORY-6-134,Cash                          ,USD,0.00,297.77,GL,07/03/2025,               ,68043          ,     ,N60134,143817085
AHF,202507_0067,65,67,0,67,100008,NL,07/06/2025,AMBULATORY-8-25,Cash                          ,USD,0.00,30.44,GL,07/05/2025,               ,68043          ,     ,N8025,143817754
AHF,202507_0067,66,67,0,67,100008,NL,07/08/2025,AMBULATORY-17-164,Cash                          ,USD,0.00,3368.65,GL,07/07/2025,               ,68043          ,     ,N170164,143837075
AHF,202507_0067,67,67,0,67,100008,NL,07/08/2025,AMBULATORY-17-165,Cash                          ,USD,0.00,-247.00,GL,07/07/2025,               ,68043          ,     ,N170165,143837076
AHF,202507_0067,68,67,0,67,100008,NL,07/10/2025,AMBULATORY-21-188,Cash                          ,USD,0.00,846.73,GL,07/09/2025,               ,68043          ,     ,N210188,143881534
AHF,202507_0067,69,67,0,67,100008,NL,07/10/2025,AMBULATORY-21-189,Cash                          ,USD,0.00,-373.74,GL,07/09/2025,               ,68043          ,     ,N210189,143881535
AHF,202507_0067,70,67,0,67,100008,NL,07/09/2025,AMBULATORY-19-177,Cash                          ,USD,0.00,477.71,GL,07/08/2025,               ,68043          ,     ,N190177,143858928
AHF,202507_0067,71,67,0,67,100008,NL,07/09/2025,AMBULATORY-19-178,Cash                          ,USD,0.00,-75.00,GL,07/08/2025,               ,68043          ,     ,N190178,143858929
AHF,202507_0067,72,67,0,67,100008,NL,07/03/2025,AMBULATORY-4-176,Cash                          ,USD,0.00,1178.60,GL,07/02/2025,               ,68043          ,     ,N40176,143796440
AHF,202507_0067,73,67,0,67,100008,NL,07/02/2025,AMBULATORY-1-177,Cash                          ,USD,0.00,2185.75,GL,07/01/2025,               ,68043          ,     ,N10177,143772610
AHF,202507_0067,74,67,0,67,100008,NL,07/02/2025,AMBULATORY-1-178,Cash                          ,USD,0.00,-507.25,GL,07/01/2025,               ,68043          ,     ,N10178,143772611
AHF,202507_0067,75,67,0,67,100008,NL,07/20/2025,AMBULATORY-44-89,Cash                          ,USD,0.00,60.00,GL,07/19/2025,               ,68043          ,     ,N44089,144165059
AHF,202507_0067,76,67,0,67,100008,JE,08/07/2025,-97-12,R/C Bal Sht error postings    ,USD,0.00,-32174.27,GL,07/31/2025,               ,68044          ,     ,N97012,144468280
AHF,202507_0067,77,67,0,67,100008,JE,08/01/2025,-100035-193,Adjustment Cerner Activity Rec,USD,0.00,32174.27,GL,07/31/2025,               ,68044          ,     ,I1000350193,144401181
AHF,202507_0067,78,67,0,67,100008,JE,08/01/2025,-100035-211,Charge Cerner Activity Reclass,USD,0.00,10840.87,GL,07/31/2025,               ,68045          ,     ,I1000350211,144401199
AHF,202507_0067,79,67,0,67,100008,JE,08/07/2025,-97-13,R/C Bal Sht error postings    ,USD,0.00,-10840.87,GL,07/31/2025,               ,68045          ,     ,N97013,144468291
AHF,202507_0067,80,67,0,67,100008,JE,08/07/2025,-97-14,R/C Bal Sht error postings    ,USD,0.00,-191247.54,GL,07/31/2025,               ,68046          ,     ,N97014,144468292
AHF,202507_0067,81,67,0,67,100008,JE,08/01/2025,-100035-226,Payment Cerner Activity Reclas,USD,0.00,191247.54,GL,07/31/2025,               ,68046          ,     ,I1000350226,144401214
