FinanceEnterpriseGroup,GLTransactionInterface.RunGroup,GLTransactionInterface.SequenceNumber,AccountingEntity,Status,ToAccountingEntity,AccountCode,GeneralLedgerEvent,TransactionDate,Reference,Description,CurrencyCode,UnitsAmount,TransactionAmount,System,PostingDate,Project,FinanceDimension1,FinanceDimension3,DocumentNumber,GLTObjectID
AHF,202504_0067,1,67,0,67,100008,JE,05/07/2025,-78-1,R/C Bal Sheet posting errors  ,USD,0.00,-34051.18,GL,04/30/2025,               ,67102          ,     ,N7801,142808461
AHF,202504_0067,2,67,0,67,100008,JE,05/01/2025,-100043-11,A/R Cerner Activity Reclass   ,USD,0.00,34051.18,GL,04/30/2025,               ,67102          ,     ,I100043011,142690409
AHF,202504_0067,3,67,0,67,100008,JE,05/01/2025,-100043-34,Charge Cerner Activity Reclass,USD,0.00,470.64,GL,04/30/2025,               ,67230          ,     ,I100043034,142690432
AHF,202504_0067,4,67,0,67,100008,JE,05/07/2025,-78-2,R/C Bal Sheet posting errors  ,USD,0.00,-470.64,GL,04/30/2025,               ,67230          ,     ,N7802,142808462
AHF,202504_0067,5,67,0,67,100008,JE,05/07/2025,-78-3,R/C Bal Sheet posting errors  ,USD,0.00,-23090.82,GL,04/30/2025,               ,67235          ,     ,N7803,142808463
AHF,202504_0067,6,67,0,67,100008,JE,05/01/2025,-100043-39,Adjustment Cerner Activity Rec,USD,0.00,23090.82,GL,04/30/2025,               ,67235          ,     ,I100043039,142690437
AHF,202504_0067,7,67,0,67,100008,NL,04/03/2025,AMBULATORY-3-25,Cash                          ,USD,0.00,158.97,GL,04/02/2025,               ,67241          ,     ,N3025,142145444
AHF,202504_0067,8,67,0,67,100008,NL,04/04/2025,AMBULATORY-7-24,Cash                          ,USD,0.00,269.50,GL,04/03/2025,               ,67241          ,     ,N7024,142190552
AHF,202504_0067,9,67,0,67,100008,NL,04/11/2025,AMBULATORY-22-28,Cash                          ,USD,0.00,896.75,GL,04/10/2025,               ,67241          ,     ,N22028,142341154
AHF,202504_0067,10,67,0,67,100008,NL,04/13/2025,AMBULATORY-25-15,Cash                          ,USD,0.00,274.00,GL,04/12/2025,               ,67241          ,     ,N25015,142350241
AHF,202504_0067,11,67,0,67,100008,NL,04/08/2025,AMBULATORY-16-31,Cash                          ,USD,0.00,350.77,GL,04/07/2025,               ,67241          ,     ,N16031,142222094
AHF,202504_0067,12,67,0,67,100008,NL,04/09/2025,AMBULATORY-18-25,Cash                          ,USD,0.00,426.44,GL,04/08/2025,               ,67241          ,     ,N18025,142250937
AHF,202504_0067,13,67,0,67,100008,NL,04/15/2025,AMBULATORY-32-28,Cash                          ,USD,0.00,88.40,GL,04/14/2025,               ,67241          ,     ,N32028,142429181
AHF,202504_0067,14,67,0,67,100008,NL,04/18/2025,AMBULATORY-40-26,Cash                          ,USD,0.00,158.97,GL,04/17/2025,               ,67241          ,     ,N40026,142451377
AHF,202504_0067,15,67,0,67,100008,NL,04/16/2025,AMBULATORY-34-25,Cash                          ,USD,0.00,359.25,GL,04/15/2025,               ,67241          ,     ,N34025,142435173
AHF,202504_0067,16,67,0,67,100008,NL,04/22/2025,AMBULATORY-50-24,Cash                          ,USD,0.00,218.66,GL,04/21/2025,               ,67241          ,     ,N50024,142469898
AHF,202504_0067,17,67,0,67,100008,NL,04/23/2025,AMBULATORY-53-27,Cash                          ,USD,0.00,382.26,GL,04/22/2025,               ,67241          ,     ,N53027,142510626
AHF,202504_0067,18,67,0,67,100008,NL,04/24/2025,AMBULATORY-55-40,Cash                          ,USD,0.00,209.78,GL,04/23/2025,               ,67241          ,     ,N55040,142516979
AHF,202504_0067,19,67,0,67,100008,NL,04/28/2025,AMBULATORY-62-11,Cash                          ,USD,0.00,436.20,GL,04/27/2025,               ,67241          ,     ,N62011,142537419
AHF,202504_0067,20,67,0,67,100008,NL,04/29/2025,AMBULATORY-68-25,Cash                          ,USD,0.00,364.23,GL,04/28/2025,               ,67241          ,     ,N68025,142546534
AHF,202504_0067,21,67,0,67,100008,NL,04/30/2025,AMBULATORY-70-23,Cash                          ,USD,0.00,246.60,GL,04/29/2025,               ,67241          ,     ,N70023,142551639
AHF,202504_0067,22,67,0,67,100008,JE,05/07/2025,-78-4,R/C Bal Sheet posting errors  ,USD,0.00,-4840.78,GL,04/30/2025,               ,67241          ,     ,N7804,142808464
AHF,202504_0067,23,67,0,67,100008,JE,05/07/2025,-78-5,R/C Bal Sheet posting errors  ,USD,0.00,-104052.92,GL,04/30/2025,               ,67242          ,     ,N7805,142808465
AHF,202504_0067,24,67,0,67,100008,JE,05/01/2025,-100043-57,Adjustment Cerner Activity Rec,USD,0.00,104052.92,GL,04/30/2025,               ,67242          ,     ,I100043057,142690455
AHF,202504_0067,25,67,0,67,100008,JE,05/01/2025,-100043-90,Adjustment Cerner Activity Rec,USD,0.00,402946.80,GL,04/30/2025,               ,68020          ,     ,I100043090,142690488
AHF,202504_0067,26,67,0,67,100008,JE,05/07/2025,-78-6,R/C Bal Sheet posting errors  ,USD,0.00,-402946.80,GL,04/30/2025,               ,68020          ,     ,N7806,142808466
AHF,202504_0067,27,67,0,67,100008,JE,05/07/2025,-78-7,R/C Bal Sheet posting errors  ,USD,0.00,-58276.32,GL,04/30/2025,               ,68021          ,     ,N7807,142808467
AHF,202504_0067,28,67,0,67,100008,JE,05/01/2025,-100043-108,Charge Cerner Activity Reclass,USD,0.00,58276.32,GL,04/30/2025,               ,68021          ,     ,I1000430108,142690506
AHF,202504_0067,29,67,0,67,100008,JE,05/01/2025,-100043-119,Charge Cerner Activity Reclass,USD,0.00,56418.40,GL,04/30/2025,               ,68023          ,     ,I1000430119,142690517
AHF,202504_0067,30,67,0,67,100008,JE,05/07/2025,-78-8,R/C Bal Sheet posting errors  ,USD,0.00,-56418.40,GL,04/30/2025,               ,68023          ,     ,N7808,142808468
AHF,202504_0067,31,67,0,67,100008,JE,05/07/2025,-78-9,R/C Bal Sheet posting errors  ,USD,0.00,-306873.49,GL,04/30/2025,               ,68040          ,     ,N7809,142808469
AHF,202504_0067,32,67,0,67,100008,JE,05/01/2025,-100043-125,Charge Cerner Activity Reclass,USD,0.00,306873.49,GL,04/30/2025,               ,68040          ,     ,I1000430125,142690523
AHF,202504_0067,33,67,0,67,100008,JE,05/01/2025,-100043-139,Charge Cerner Activity Reclass,USD,0.00,190965.61,GL,04/30/2025,               ,68041          ,     ,I1000430139,142690537
AHF,202504_0067,34,67,0,67,100008,JE,05/07/2025,-78-10,R/C Bal Sheet posting errors  ,USD,0.00,-190965.61,GL,04/30/2025,               ,68041          ,     ,N78010,142808470
