FinanceEnterpriseGroup,GLTransactionInterface.RunGroup,GLTransactionInterface.SequenceNumber,AccountingEntity,Status,ToAccountingEntity,AccountCode,GeneralLedgerEvent,TransactionDate,Reference,Description,CurrencyCode,UnitsAmount,TransactionAmount,System,PostingDate,Project,FinanceDimension1,FinanceDimension3,DocumentNumber,GLTObjectID
AHF,202506_0055,1,55,0,55,100000,AP,06/05/2025,     74151-10-1,Cash Disbursement             ,USD,0.00,-779.25,AP,06/05/2025,               ,55000          ,     ,N1001,143268494
AHF,202506_0055,2,55,0,55,100000,JE,06/16/2025,-6-1,CRCHF APR Rec Transfer        ,USD,0.00,5217.56,GL,06/30/2025,               ,55000          ,     ,N601,143498013
AHF,202506_0055,3,55,0,55,100000,JE,06/18/2025,-9-1,eGroup Tech Refund Check      ,USD,0.00,2282.50,GL,06/30/2025,               ,55000          ,     ,N901,143528984
AHF,202506_0055,4,55,0,55,100000,JE,07/02/2025,-2-3,AultCare S/F Rebate Check     ,USD,0.00,77630.00,GL,06/30/2025,               ,55000          ,     ,I203,143770002
AHF,202506_0055,5,55,0,55,100000,JE,07/02/2025,-2-5,Admin Fee Deposit             ,USD,0.00,75480.70,GL,06/30/2025,               ,55000          ,     ,I205,143770004
AHF,202506_0055,6,55,0,55,100000,JE,07/02/2025,-2-7,Subro Check Deposit           ,USD,0.00,5560.42,GL,06/30/2025,               ,55000          ,     ,I207,143770006
AHF,202506_0055,7,55,0,55,100000,JE,07/02/2025,-2-9,Equipment & Misc. Deposit     ,USD,0.00,237.70,GL,06/30/2025,               ,55000          ,     ,I209,143770008
AHF,202506_0055,8,55,0,55,100000,JE,06/16/2025,-4-1,AHIC to AultGen 6.6.25        ,USD,0.00,2500000.00,GL,06/30/2025,               ,55000          ,     ,N401,143497980
AHF,202506_0055,9,55,0,55,100000,AP,06/06/2025,AP170-19-1,Summarized transaction        ,USD,0.00,-6631.02,AP,06/06/2025,               ,55000          ,     ,N1901,143302477
AHF,202506_0055,10,55,0,55,100000,AP,06/06/2025,    350969-19-2,Cash Disbursement             ,USD,0.00,-289.80,AP,06/06/2025,               ,55000          ,     ,N1902,143302478
AHF,202506_0055,11,55,0,55,100000,AP,06/06/2025,AP170-19-3,Summarized transaction        ,USD,0.00,-280.88,AP,06/06/2025,               ,55000          ,     ,N1903,143302479
AHF,202506_0055,12,55,0,55,100000,AP,06/06/2025,    350971-19-4,Cash Disbursement             ,USD,0.00,-120.11,AP,06/06/2025,               ,55000          ,     ,N1904,143302480
AHF,202506_0055,13,55,0,55,100000,AP,06/06/2025,    350972-19-5,Cash Disbursement             ,USD,0.00,-1487.50,AP,06/06/2025,               ,55000          ,     ,N1905,143302481
AHF,202506_0055,14,55,0,55,100000,AP,06/06/2025,    350973-19-6,Cash Disbursement             ,USD,0.00,-5280.00,AP,06/06/2025,               ,55000          ,     ,N1906,143302482
AHF,202506_0055,15,55,0,55,100000,AP,06/06/2025,    350974-19-7,Cash Disbursement             ,USD,0.00,-22750.00,AP,06/06/2025,               ,55000          ,     ,N1907,143302483
AHF,202506_0055,16,55,0,55,100000,AP,06/06/2025,    350975-19-8,Cash Disbursement             ,USD,0.00,-3.86,AP,06/06/2025,               ,55000          ,     ,N1908,143302484
AHF,202506_0055,17,55,0,55,100000,AP,06/06/2025,    350976-19-9,Cash Disbursement             ,USD,0.00,-1.96,AP,06/06/2025,               ,55000          ,     ,N1909,143302485
