FinanceEnterpriseGroup,GLTransactionInterface.RunGroup,GLTransactionInterface.SequenceNumber,AccountingEntity,Status,ToAccountingEntity,AccountCode,GeneralLedgerEvent,TransactionDate,Reference,Description,CurrencyCode,UnitsAmount,TransactionAmount,System,PostingDate,Project,FinanceDimension1,FinanceDimension3,DocumentNumber,GLTObjectID
AHF,202509_0052,1,52,0,52,100000,JE,10/21/2025,-24-2,09 2025 ODI DAF Reimbursement ,USD,0.00,-19000.00,GL,09/30/2025,               ,52000          ,     ,N2402,146035007
AHF,202509_0052,2,52,0,52,100000,JE,10/21/2025,-23-2,09 2025 ACH/Lockbox Returns   ,USD,0.00,-55135.01,GL,09/30/2025,               ,52000          ,     ,N2302,146035005
AHF,202509_0052,3,52,0,52,100000,JE,10/21/2025,-22-2,Aug'25 Reinsurance Prem Paid  ,USD,0.00,-3304146.08,GL,09/30/2025,               ,52000          ,     ,N2202,146035003
AHF,202509_0052,4,52,0,52,100000,JE,10/21/2025,-21-2,Aug'25 Admin Fees Paid        ,USD,0.00,-432383.88,GL,09/30/2025,               ,52000          ,     ,N2102,146035001
AHF,202509_0052,5,52,0,52,100000,JE,10/21/2025,-20-1,09 2025 Magellan Rebates Rec  ,USD,0.00,4844.35,GL,09/30/2025,               ,52000          ,     ,N2001,146034998
AHF,202509_0052,6,52,0,52,100000,JE,10/21/2025,-17-1,Optum Rebates Received        ,USD,0.00,556483.84,GL,09/30/2025,               ,52000          ,     ,N1701,146034575
AHF,202509_0052,7,52,0,52,100000,JE,10/21/2025,-15-1,09 2025 Lockbox Deposits      ,USD,0.00,2267935.20,GL,09/30/2025,               ,52000          ,     ,N1501,146032759
AHF,202509_0052,8,52,0,52,100000,JE,10/21/2025,-14-1,09 2025 ACH Premium Deposits  ,USD,0.00,2935968.57,GL,09/30/2025,               ,52000          ,     ,N1401,146032218
AHF,202509_0052,9,52,0,52,100000,JE,10/17/2025,-12-4,9/22/25 Claims Closing        ,USD,0.00,-280684.53,GL,09/30/2025,               ,52000          ,     ,N1204,145994149
AHF,202509_0052,10,52,0,52,100000,JE,10/17/2025,-11-4,9/15/25 Claims Closing        ,USD,0.00,-316476.13,GL,09/30/2025,               ,52000          ,     ,N1104,145994145
AHF,202509_0052,11,52,0,52,100000,JE,10/17/2025,-10-4,9/8/25 Claims Closing         ,USD,0.00,-185883.76,GL,09/30/2025,               ,52000          ,     ,N1004,145994141
