FinanceEnterpriseGroup,GLTransactionInterface.RunGroup,GLTransactionInterface.SequenceNumber,AccountingEntity,Status,ToAccountingEntity,AccountCode,GeneralLedgerEvent,TransactionDate,Reference,Description,CurrencyCode,UnitsAmount,TransactionAmount,System,PostingDate,Project,FinanceDimension1,FinanceDimension3,DocumentNumber,GLTObjectID
AHF,202504_0052,1,52,0,52,100000,JE,05/16/2025,-21-2,4/30/25 Claims Pmt            ,USD,0.00,-1790.59,GL,04/30/2025,               ,52000          ,     ,N2102,142975766
AHF,202504_0052,2,52,0,52,100000,JE,05/16/2025,-20-2,04 2025 Aultcare Reimb        ,USD,0.00,-4001.53,GL,04/30/2025,               ,52000          ,     ,N2002,142975416
AHF,202504_0052,3,52,0,52,100000,JE,05/16/2025,-19-2,04 2025 ACH Returns           ,USD,0.00,-25245.43,GL,04/30/2025,               ,52000          ,     ,N1902,142975414
AHF,202504_0052,4,52,0,52,100000,JE,05/16/2025,-18-1,March'25 Negative Closing Pmt ,USD,0.00,3956.27,GL,04/30/2025,               ,52000          ,     ,N1801,142975376
AHF,202504_0052,5,52,0,52,100000,JE,05/16/2025,-17-1,04 2025 Lockbox Deposits      ,USD,0.00,2023436.74,GL,04/30/2025,               ,52000          ,     ,N1701,142975374
AHF,202504_0052,6,52,0,52,100000,JE,05/16/2025,-16-1,04 2025 Plan Change Transfer  ,USD,0.00,2141.66,GL,04/30/2025,               ,52000          ,     ,N1601,142975372
AHF,202504_0052,7,52,0,52,100000,JE,05/16/2025,-15-1,04 2025 ACH Deposits          ,USD,0.00,2784900.41,GL,04/30/2025,               ,52000          ,     ,N1501,142975370
AHF,202504_0052,8,52,0,52,100000,JE,05/16/2025,-14-2,March'25 Reins Prem Pmt       ,USD,0.00,-3276667.00,GL,04/30/2025,               ,52000          ,     ,N1402,142975367
AHF,202504_0052,9,52,0,52,100000,JE,05/16/2025,-13-2,March'25 Admin Fees Pmt       ,USD,0.00,-427431.92,GL,04/30/2025,               ,52000          ,     ,N1302,142975313
AHF,202504_0052,10,52,0,52,100000,JE,05/16/2025,-12-4,4/21/25 Claims Closing        ,USD,0.00,-212146.64,GL,04/30/2025,               ,52000          ,     ,N1204,142975281
AHF,202504_0052,11,52,0,52,100000,JE,05/16/2025,-11-4,4/14/25 Claims Closing        ,USD,0.00,-234542.23,GL,04/30/2025,               ,52000          ,     ,N1104,142975277
AHF,202504_0052,12,52,0,52,100000,JE,05/16/2025,-10-4,4/7/25 Claims Closing         ,USD,0.00,-280760.14,GL,04/30/2025,               ,52000          ,     ,N1004,142975272
AHF,202504_0052,13,52,0,52,100000,JE,05/16/2025,-9-2,3/31/25 Claims Pmt            ,USD,0.00,-250887.17,GL,04/30/2025,               ,52000          ,     ,N902,142975268
AHF,202504_0052,14,52,0,52,100000,JE,05/16/2025,-6-1,04 2025 Dividend Income       ,USD,0.00,42727.71,GL,04/30/2025,               ,52000          ,     ,N601,142975239
AHF,202504_0052,15,52,0,52,100000,JE,05/16/2025,-5-2,04 2025 Bank Fees             ,USD,0.00,-3376.64,GL,04/30/2025,               ,52000          ,     ,N502,142975238
AHF,202504_0052,16,52,0,52,103820,JE,05/16/2025,-1-1,04 2025 Earned Premium        ,USD,0.00,4643480.00,GL,04/30/2025,               ,52000          ,     ,N101,142975229
AHF,202504_0052,17,52,0,52,103820,JE,05/16/2025,-24-1,04 2025 Prepaid Prem Reclass  ,USD,0.00,109782.00,GL,04/30/2025,               ,52000          ,     ,N2401,142976089
AHF,202504_0052,18,52,0,52,103820,JE,05/16/2025,-19-1,04 2025 ACH Returns           ,USD,0.00,25245.43,GL,04/30/2025,               ,52000          ,     ,N1901,142975413
AHF,202504_0052,19,52,0,52,103820,JE,05/16/2025,-17-2,04 2025 Lockbox Deposits      ,USD,0.00,-2023436.74,GL,04/30/2025,               ,52000          ,     ,N1702,142975375
AHF,202504_0052,20,52,0,52,103820,JE,05/16/2025,-16-2,04 2025 Plan Change Transfer  ,USD,0.00,-2141.66,GL,04/30/2025,               ,52000          ,     ,N1602,142975373
AHF,202504_0052,21,52,0,52,103820,JE,05/16/2025,-15-2,04 2025 ACH Deposits          ,USD,0.00,-2784900.41,GL,04/30/2025,               ,52000          ,     ,N1502,142975371
AHF,202504_0052,22,52,0,52,103842,JE,05/16/2025,-23-2,04 2025 Non-Admitted Reclass  ,USD,0.00,-187523.00,GL,04/30/2025,               ,52000          ,     ,N2302,142975970
AHF,202504_0052,23,52,0,52,103842,JE,05/16/2025,-22-1,04 2025 Rx Rebates Accrual    ,USD,0.00,176114.50,GL,04/30/2025,               ,52000          ,     ,N2201,142975867
AHF,202504_0052,24,52,0,52,200000,JE,05/16/2025,-20-1,04 2025 Aultcare Reimb        ,USD,0.00,4001.53,GL,04/30/2025,               ,52000          ,     ,N2001,142975415
AHF,202504_0052,25,52,0,52,200000,JE,05/16/2025,-13-1,March'25 Admin Fees Pmt       ,USD,0.00,427431.92,GL,04/30/2025,               ,52000          ,     ,N1301,142975312
AHF,202504_0052,26,52,0,52,200000,JE,05/16/2025,-2-2,04 2025 Administrative Fees   ,USD,0.00,-424643.99,GL,04/30/2025,               ,52000          ,     ,N202,142975232
AHF,202504_0052,27,52,0,52,200125,JE,05/16/2025,-18-2,March'25 Negative Closing Pmt ,USD,0.00,-3956.27,GL,04/30/2025,               ,52000          ,     ,N1802,142975377
AHF,202504_0052,28,52,0,52,200125,JE,05/16/2025,-10-5,4/7/25 Claims Closing         ,USD,0.00,1465.61,GL,04/30/2025,               ,52000          ,     ,N1005,142975273
