FinanceEnterpriseGroup,GLTransactionInterface.RunGroup,GLTransactionInterface.SequenceNumber,AccountingEntity,Status,ToAccountingEntity,AccountCode,GeneralLedgerEvent,TransactionDate,Reference,Description,CurrencyCode,UnitsAmount,TransactionAmount,System,PostingDate,Project,FinanceDimension1,FinanceDimension3,DocumentNumber,GLTObjectID,Column1
AHF,202501_0019,1,19,0,19,100072,JE,2/10/2025,-283,Jan AHF Transfers             ,USD,0,-220000,GL,1/31/2025,               ,19000,     ,N27904,140925703,Global Ledger Transaction Interface created
AHF,202501_0019,2,19,0,19,100072,JE,2/10/2025,-281,Jan AHF Transfers             ,USD,0,-15000,GL,1/31/2025,               ,19000,     ,N27902,140925701,Global Ledger Transaction Interface created
AHF,202501_0019,3,19,0,19,100072,JE,2/6/2025,-235,Cash - 01/23/2025             ,USD,0,2565,GL,1/31/2025,               ,19000,     ,N198037,140880383,Global Ledger Transaction Interface created
AHF,202501_0019,4,19,0,19,100072,JE,2/6/2025,-233,Check - 01/23/2025            ,USD,0,17158.74,GL,1/31/2025,               ,19000,     ,N198035,140880381,Global Ledger Transaction Interface created
AHF,202501_0019,5,19,0,19,100072,JE,2/6/2025,-232,Credit Card - 01/23/2025      ,USD,0,43161,GL,1/31/2025,               ,19000,     ,N198034,140880380,Global Ledger Transaction Interface created
AHF,202501_0019,6,19,0,19,100072,JE,2/6/2025,-219,Marker Replacement - cc  - 1/2,USD,0,-20,GL,1/31/2025,               ,19000,     ,N198021,140880367,Global Ledger Transaction Interface created
AHF,202501_0019,7,19,0,19,100072,JE,2/6/2025,-218,Tax on Transcript - 01/23/2025,USD,0,8.85,GL,1/31/2025,               ,19000,     ,N198020,140880366,Global Ledger Transaction Interface created
AHF,202501_0019,8,19,0,19,100072,JE,2/6/2025,-217,Transcript - cc  - 1/23/2025  ,USD,0,122.07,GL,1/31/2025,               ,19000,     ,N198019,140880365,Global Ledger Transaction Interface created
AHF,202501_0019,9,19,0,19,100072,JE,2/6/2025,-216,Transcript - ck -1/23/2025    ,USD,0,4.69,GL,1/31/2025,               ,19000,     ,N198018,140880364,Global Ledger Transaction Interface created
AHF,202501_0019,10,19,0,19,100072,JE,2/6/2025,-215,Transcript - ca -1/23/2025    ,USD,0,9.39,GL,1/31/2025,               ,19000,     ,N198017,140880363,Global Ledger Transaction Interface created
AHF,202501_0019,11,19,0,19,100072,JE,2/6/2025,-214,Logostore Tax - 01/23/2025    ,USD,0,36.01,GL,1/31/2025,               ,19000,     ,N198016,140880362,Global Ledger Transaction Interface created
AHF,202501_0019,12,19,0,19,100072,JE,2/6/2025,-213,Logostore - cc  - 1/23/2025   ,USD,0,376.53,GL,1/31/2025,               ,19000,     ,N198015,140880361,Global Ledger Transaction Interface created
AHF,202501_0019,13,19,0,19,100072,JE,2/6/2025,-212,Logostore - ca -1/23/2025     ,USD,0,177.46,GL,1/31/2025,               ,19000,     ,N198014,140880360,Global Ledger Transaction Interface created
AHF,202501_0019,14,19,0,19,100072,JE,2/6/2025,-211,Outside Scholarships - ck -1/2,USD,0,3500,GL,1/31/2025,               ,19000,     ,N198013,140880359,Global Ledger Transaction Interface created
AHF,202501_0019,15,19,0,19,100072,JE,2/6/2025,-209,CCP 2024 deposit - 1/22/25    ,USD,0,10825.75,GL,1/31/2025,               ,19000,     ,N198011,140880357,Global Ledger Transaction Interface created
AHF,202501_0019,16,19,0,19,100072,JE,2/6/2025,-207,Choose Ohio First Deposit - 1/,USD,0,3000,GL,1/31/2025,               ,19000,     ,N19809,140880355,Global Ledger Transaction Interface created
AHF,202501_0019,17,19,0,19,100072,JE,2/6/2025,-204,Choose Ohio First Deposit - 1/,USD,0,33084,GL,1/31/2025,               ,19000,     ,N19806,140880352,Global Ledger Transaction Interface created
AHF,202501_0019,18,19,0,19,100072,JE,2/6/2025,-203,Choose Ohio First Deposit - 1/,USD,0,27035,GL,1/31/2025,               ,19000,     ,N19805,140880351,Global Ledger Transaction Interface created
AHF,202501_0019,19,19,0,19,100072,JE,2/6/2025,-201,PayPal Transfer               ,USD,0,42015,GL,1/31/2025,               ,19000,     ,N19803,140880349,Global Ledger Transaction Interface created
AHF,202501_0019,20,19,0,19,100072,JE,2/6/2025,-199,Private Loan Deposit Accrual  ,USD,0,116792,GL,1/31/2025,               ,19000,     ,N19801,140880347,Global Ledger Transaction Interface created
AHF,202501_0019,21,19,0,19,100072,JE,2/5/2025,-57,P12 Sales Tax pd 1.2025       ,USD,0,-9.52,GL,1/31/2025,               ,19000,     ,I5601,140861929,Global Ledger Transaction Interface created
AHF,202501_0019,22,19,0,19,100072,JE,2/14/2025,-366,Private Loan Deposit Accrual  ,USD,0,-116792,GL,1/31/2025,               ,19000,     ,N36501,141074508,Global Ledger Transaction Interface created
AHF,202501_0019,23,19,0,19,100072,JE,2/9/2025,-287,12.31 Merch Fee-6883 CON      ,USD,0,-636.54,GL,1/31/2025,               ,19000,     ,N270017,140913845,Global Ledger Transaction Interface created
AHF,202501_0019,24,19,0,19,100072,JE,2/5/2025,-61,CC Payment - Aultman College  ,USD,0,3400.74,GL,1/31/2025,               ,19000,     ,I5704,140862305,Global Ledger Transaction Interface created
AHF,202501_0019,25,19,0,19,100072,JE,2/4/2025,-117,CC Payment - Aultman College  ,USD,0,-3400.74,GL,1/31/2025,               ,19000,     ,I46071,140849580,Global Ledger Transaction Interface created
AHF,202501_0019,26,19,0,19,100072,JE,2/4/2025,-50,CC Payment - Aultman College  ,USD,0,-4379.22,GL,1/31/2025,               ,19000,     ,I4703,140849508,Global Ledger Transaction Interface created
AHF,202501_0019,27,19,0,19,103921,JE,2/11/2025,-316,College AR Reclass            ,USD,0,467,GL,1/31/2025,               ,19000,     ,N31501,141019931,Global Ledger Transaction Interface created
AHF,202501_0019,28,19,0,19,103921,JE,2/10/2025,-278,College AR Reclass            ,USD,0,-467,GL,1/31/2025,               ,19000,     ,N27701,140915694,Global Ledger Transaction Interface created
AHF,202501_0019,29,19,0,19,103933,JE,2/10/2025,-281,College AR Reclass            ,USD,0,-101159,GL,1/31/2025,               ,19000,     ,N27704,140915697,Global Ledger Transaction Interface created
AHF,202501_0019,30,19,0,19,103933,JE,2/6/2025,-249,SFA Scholar O - 01/23/2025    ,USD,0,-500,GL,1/31/2025,               ,19000,     ,N198051,140880397,Global Ledger Transaction Interface created
AHF,202501_0019,31,19,0,19,103933,JE,2/6/2025,-248,SFA SCHOLAR GIF - 01/23/2025  ,USD,0,-3162,GL,1/31/2025,               ,19000,     ,N198050,140880396,Global Ledger Transaction Interface created
AHF,202501_0019,32,19,0,19,103933,JE,2/6/2025,-246,Cash - 01/23/2025             ,USD,0,-2565,GL,1/31/2025,               ,19000,     ,N198048,140880394,Global Ledger Transaction Interface created
AHF,202501_0019,33,19,0,19,103933,JE,2/6/2025,-245,Paypal - 01/23/2025           ,USD,0,-3508,GL,1/31/2025,               ,19000,     ,N198047,140880393,Global Ledger Transaction Interface created
AHF,202501_0019,34,19,0,19,103933,JE,2/6/2025,-244,Check - 01/23/2025            ,USD,0,-17158.74,GL,1/31/2025,               ,19000,     ,N198046,140880392,Global Ledger Transaction Interface created
AHF,202501_0019,35,19,0,19,103933,JE,2/6/2025,-243,Credit Card - 01/23/2025      ,USD,0,-43161,GL,1/31/2025,               ,19000,     ,N198045,140880391,Global Ledger Transaction Interface created
AHF,202501_0019,36,19,0,19,103933,JE,2/6/2025,-239,Student Refund - 01/23/2025   ,USD,0,-654,GL,1/31/2025,               ,19000,     ,N198041,140880387,Global Ledger Transaction Interface created
AHF,202501_0019,37,19,0,19,103933,JE,2/6/2025,-236,ASN RSVP Fee - 01/23/2025     ,USD,0,100,GL,1/31/2025,               ,19000,     ,N198038,140880384,Global Ledger Transaction Interface created
AHF,202501_0019,38,19,0,19,103933,JE,2/6/2025,-231,AASR Book Fees - 01/23/2025   ,USD,0,60.75,GL,1/31/2025,               ,19000,     ,N198033,140880379,Global Ledger Transaction Interface created
AHF,202501_0019,39,19,0,19,103933,JE,2/6/2025,-230,Nursing Book Fees - 01/23/2025,USD,0,1593.68,GL,1/31/2025,               ,19000,     ,N198032,140880378,Global Ledger Transaction Interface created
AHF,202501_0019,40,19,0,19,103933,JE,2/6/2025,-229,ASHS Book Fees - 01/23/2025   ,USD,0,1346.56,GL,1/31/2025,               ,19000,     ,N198031,140880377,Global Ledger Transaction Interface created
AHF,202501_0019,41,19,0,19,103933,JE,2/6/2025,-91,Spread 2025 Spring Rev        ,USD,0,490618.13,GL,1/31/2025,               ,19000,     ,I74017,140880617,Global Ledger Transaction Interface created
AHF,202501_0019,42,19,0,19,103933,JE,2/11/2025,-317,College AR Reclass            ,USD,0,-467,GL,1/31/2025,               ,19000,     ,N31502,141019932,Global Ledger Transaction Interface created
AHF,202501_0019,43,19,0,19,103939,JE,2/6/2025,-208,Choose Ohio First Deposit - 1/,USD,0,-3000,GL,1/31/2025,               ,19000,     ,N198010,140880356,Global Ledger Transaction Interface created
AHF,202501_0019,44,19,0,19,103939,JE,2/6/2025,-206,Choose Ohio First Deposit - 1/,USD,0,-33084,GL,1/31/2025,               ,19000,     ,N19808,140880354,Global Ledger Transaction Interface created
AHF,202501_0019,45,19,0,19,103939,JE,2/6/2025,-205,Choose Ohio First Deposit - 1/,USD,0,-27035,GL,1/31/2025,               ,19000,     ,N19807,140880353,Global Ledger Transaction Interface created
AHF,202501_0019,46,19,0,19,103939,JE,2/10/2025,-279,College AR Reclass            ,USD,0,63119,GL,1/31/2025,               ,19000,     ,N27702,140915695,Global Ledger Transaction Interface created
AHF,202501_0019,47,19,0,19,103943,JE,2/6/2025,-234,Paypal - 01/23/2025           ,USD,0,3508,GL,1/31/2025,               ,19000,     ,N198036,140880382,Global Ledger Transaction Interface created
AHF,202501_0019,48,19,0,19,103943,JE,2/10/2025,-280,College AR Reclass            ,USD,0,38507,GL,1/31/2025,               ,19000,     ,N27703,140915696,Global Ledger Transaction Interface created
AHF,202501_0019,49,19,0,19,103943,JE,2/6/2025,-202,PayPal Transfer               ,USD,0,-42015,GL,1/31/2025,               ,19000,     ,N19804,140880350,Global Ledger Transaction Interface created
AHF,202501_0019,50,19,0,19,105110,ZB,1/10/2025,GL190-315-5,Auto Offset From Zone 10      ,USD,0,-18026.65,GL,1/1/2025,               ,19000,     ,A31505,140567201,Global Ledger Transaction Interface created
AHF,202501_0019,51,19,0,19,105110,ZB,2/6/2025,GL190-198-54,Auto Offset From Zone 10      ,USD,0,3182,GL,1/31/2025,               ,19000,     ,N198054,140881320,Global Ledger Transaction Interface created
