FinanceEnterpriseGroup,GLTransactionInterface.RunGroup,GLTransactionInterface.SequenceNumber,AccountingEntity,Status,ToAccountingEntity,AccountCode,GeneralLedgerEvent,TransactionDate,Reference,Description,CurrencyCode,UnitsAmount,TransactionAmount,System,PostingDate,Project,FinanceDimension1,FinanceDimension3,DocumentNumber,GLTObjectID
AHF,202505_0060,1,60,0,60,100095,JE,06/03/2025,-38-173,FRST BK MRCH SVCDEPOSIT 250506,USD,0.00,5736.33,GL,05/31/2025,               ,60000          ,     ,N380173,143241541
AHF,202505_0060,2,60,0,60,100095,JE,06/03/2025,-38-174,FRST BK MRCH SVCDEPOSIT 250507,USD,0.00,4888.29,GL,05/31/2025,               ,60000          ,     ,N380174,143241542
AHF,202505_0060,3,60,0,60,100095,JE,06/03/2025,-38-175,FRST BK MRCH SVCDEPOSIT 250508,USD,0.00,3630.89,GL,05/31/2025,               ,60000          ,     ,N380175,143241543
AHF,202505_0060,4,60,0,60,100095,JE,06/03/2025,-38-176,FRST BK MRCH SVCDEPOSIT 250510,USD,0.00,2728.30,GL,05/31/2025,               ,60000          ,     ,N380176,143241544
AHF,202505_0060,5,60,0,60,100095,JE,06/03/2025,-38-177,FRST BK MRCH SVCDEPOSIT 250509,USD,0.00,1386.75,GL,05/31/2025,               ,60000          ,     ,N380177,143241545
AHF,202505_0060,6,60,0,60,100095,JE,06/03/2025,-38-178,FRST BK MRCH SVCDEPOSIT 250511,USD,0.00,150.18,GL,05/31/2025,               ,60000          ,     ,N380178,143241546
AHF,202505_0060,7,60,0,60,100095,JE,06/03/2025,-38-179,FRST BK MRCH SVCDEPOSIT 250512,USD,0.00,774.99,GL,05/31/2025,               ,60000          ,     ,N380179,143241547
AHF,202505_0060,8,60,0,60,100095,JE,06/03/2025,-38-180,FRST BK MRCH SVCDEPOSIT 250513,USD,0.00,1543.05,GL,05/31/2025,               ,60000          ,     ,N380180,143241548
AHF,202505_0060,9,60,0,60,100095,JE,06/03/2025,-38-181,FRST BK MRCH SVCDEPOSIT 250514,USD,0.00,5734.01,GL,05/31/2025,               ,60000          ,     ,N380181,143241549
AHF,202505_0060,10,60,0,60,100095,JE,06/03/2025,-38-239,VALLEY HYDRAULICBILL_PAY 05062,USD,0.00,344.16,GL,05/31/2025,               ,60000          ,     ,N380239,143241607
AHF,202505_0060,11,60,0,60,100095,JE,06/03/2025,-38-240,S.E.R.S. SERS HC 2505122263096,USD,0.00,117588.10,GL,05/31/2025,               ,60000          ,     ,N380240,143241608
AHF,202505_0060,12,60,0,60,100095,JE,06/03/2025,-38-242,NATIONALFOOTBALLEDI PYMNTS 103,USD,0.00,87359.92,GL,05/31/2025,               ,60000          ,     ,N380242,143241610
AHF,202505_0060,13,60,0,60,100095,JE,06/03/2025,-38-243,UNIFIED CONSTRUCACH PAYMEN 245,USD,0.00,52274.51,GL,05/31/2025,               ,60000          ,     ,N380243,143241611
AHF,202505_0060,14,60,0,60,100095,JE,06/03/2025,-38-244,NJASAP 9369 AULTRA AULTRA REF*,USD,0.00,314.15,GL,05/31/2025,               ,60000          ,     ,N380244,143241612
AHF,202505_0060,15,60,0,60,100095,JE,06/03/2025,-38-245,COBLENTZ FAMILY EPAY 250521UNI,USD,0.00,29481.00,GL,05/31/2025,               ,60000          ,     ,N380245,143241613
AHF,202505_0060,16,60,0,60,100095,JE,06/03/2025,-38-246,MINERALS TECHNOLPAYMENT 0006AU,USD,0.00,13260.75,GL,05/31/2025,               ,60000          ,     ,N380246,143241614
AHF,202505_0060,17,60,0,60,100095,JE,06/03/2025,-38-247,FRED OLIVIERI COELEC PAYMT 278,USD,0.00,50469.30,GL,05/31/2025,               ,60000          ,     ,N380247,143241615
AHF,202505_0060,18,60,0,60,100095,JE,06/03/2025,-38-248,WINESBURG PALLETACH PAYMEN 369,USD,0.00,48118.35,GL,05/31/2025,               ,60000          ,     ,N380248,143241616
AHF,202505_0060,19,60,0,60,100095,JE,06/03/2025,-38-249,BOVILLE INDUSTRIVENDOR PAY2505,USD,0.00,17237.94,GL,05/31/2025,               ,60000          ,     ,N380249,143241617
AHF,202505_0060,20,60,0,60,100095,JE,06/03/2025,-38-250,NEOMED INVOICE 250521@00067702,USD,0.00,443193.70,GL,05/31/2025,               ,60000          ,     ,N380250,143241618
AHF,202505_0060,21,60,0,60,100095,JE,06/03/2025,-38-251,MRO BUILT  LLC MROI002946 AULT,USD,0.00,40019.25,GL,05/31/2025,               ,60000          ,     ,N380251,143241619
AHF,202505_0060,22,60,0,60,100095,JE,06/03/2025,-38-252,STARK COUNTY TREPAYMENT V00004,USD,0.00,23181.19,GL,05/31/2025,               ,60000          ,     ,N380252,143241620
AHF,202505_0060,23,60,0,60,100095,JE,06/03/2025,-38-253,PULMONARY PHYSICCORP PAY AULTC,USD,0.00,468.92,GL,05/31/2025,               ,60000          ,     ,N380253,143241621
AHF,202505_0060,24,60,0,60,100095,JE,06/03/2025,-38-254,TASC OP 4563 CASH DISB JAN 202,USD,0.00,10080.20,GL,05/31/2025,               ,60000          ,     ,N380254,143241622
AHF,202505_0060,25,60,0,60,100095,JE,06/03/2025,-38-255,LIFECARE FAMILY CORP PAY AULTC,USD,0.00,117853.52,GL,05/31/2025,               ,60000          ,     ,N380255,143241623
AHF,202505_0060,26,60,0,60,100095,JE,06/03/2025,-38-256,NATIONALFOOTBALLEDI PYMNTS 103,USD,0.00,86673.47,GL,05/31/2025,               ,60000          ,     ,N380256,143241624
AHF,202505_0060,27,60,0,60,100095,JE,06/03/2025,-38-257,THE WORKHSOP INCPAYABLE AULTCA,USD,0.00,59339.70,GL,05/31/2025,               ,60000          ,     ,N380257,143241625
AHF,202505_0060,28,60,0,60,100095,JE,06/03/2025,-38-258,ALPINE DAIRL LLCCORP PAY 25052,USD,0.00,42324.75,GL,05/31/2025,               ,60000          ,     ,N380258,143241626
AHF,202505_0060,29,60,0,60,100095,JE,06/03/2025,-38-259,FIRST CLASS TRANAULTCARE 25052,USD,0.00,33672.55,GL,05/31/2025,               ,60000          ,     ,N380259,143241627
AHF,202505_0060,30,60,0,60,100095,JE,06/03/2025,-38-260,PATHWAY CARING FPY05/29/252505,USD,0.00,26822.05,GL,05/31/2025,               ,60000          ,     ,N380260,143241628
AHF,202505_0060,31,60,0,60,100095,JE,06/03/2025,-38-261,COBLENTZ FAMILY EPAY 250530UNI,USD,0.00,26133.80,GL,05/31/2025,               ,60000          ,     ,N380261,143241629
AHF,202505_0060,32,60,0,60,100095,JE,06/03/2025,-38-262,AKFAB1236 PAYMENTS INS RMR*PAI,USD,0.00,25003.33,GL,05/31/2025,               ,60000          ,     ,N380262,143241630
AHF,202505_0060,33,60,0,60,100095,JE,06/03/2025,-38-263,NASCO-OP TJ 052925 250530AUL00,USD,0.00,14640.35,GL,05/31/2025,               ,60000          ,     ,N380263,143241631
AHF,202505_0060,34,60,0,60,100095,JE,06/03/2025,-38-264,HUNTINGTON BP   MERCH PMT 2505,USD,0.00,131.12,GL,05/31/2025,               ,60000          ,     ,N380264,143241632
AHF,202505_0060,35,60,0,60,100095,JE,06/03/2025,-38-265,ACH SETTLEMENT RETURNS 250508-,USD,0.00,0.01,GL,05/31/2025,               ,60000          ,     ,N380265,143241633
AHF,202505_0060,36,60,0,60,100095,JE,06/03/2025,-38-266,SUBSTITUTE CHECK REVERSAL     ,USD,0.00,88.24,GL,05/31/2025,               ,60000          ,     ,N380266,143241634
AHF,202505_0060,37,60,0,60,100095,JE,06/03/2025,-38-267,EE CHK 32284770               ,USD,0.00,0.01,GL,05/31/2025,               ,60000          ,     ,N380267,143241635
