FinanceEnterpriseGroup,GLTransactionInterface.RunGroup,GLTransactionInterface.SequenceNumber,AccountingEntity,Status,ToAccountingEntity,AccountCode,GeneralLedgerEvent,TransactionDate,Reference,Description,CurrencyCode,UnitsAmount,TransactionAmount,System,PostingDate,Project,FinanceDimension1,FinanceDimension3,DocumentNumber,GLTObjectID
AHF,202503_0040,1,40,0,40,100008,AP,03/07/2025,     16035-10-1,Cash Disbursement             ,USD,0.00,-2320.50,AP,03/07/2025,               ,40010          ,     ,N1001,141526403
AHF,202503_0040,2,40,0,40,100008,AP,03/06/2025,     11302-6-1,Cash Disbursement             ,USD,0.00,-17.28,AP,03/06/2025,               ,40010          ,     ,N601,141489437
AHF,202503_0040,3,40,0,40,100008,AP,03/04/2025,     11271-2-1,Cash Disbursement             ,USD,0.00,-6450.00,AP,03/04/2025,               ,40010          ,     ,N201,141445229
AHF,202503_0040,4,40,0,40,100008,JE,04/09/2025,-700023-12,3/24/2025 MR                  ,USD,0.00,20.00,GL,03/31/2025,               ,40010          ,     ,I700023012,142266418
AHF,202503_0040,5,40,0,40,100008,JE,04/09/2025,-700023-11,3/3/2025 MR                   ,USD,0.00,20.00,GL,03/31/2025,               ,40010          ,     ,I700023011,142266417
AHF,202503_0040,6,40,0,40,100008,JE,04/08/2025,-100129-11,AMG - NEO Endocrinology       ,USD,0.00,192410.61,GL,03/31/2025,               ,40010          ,     ,I100129011,142245214
AHF,202503_0040,7,40,0,40,100008,JE,04/08/2025,-100129-10,Aultman House Call            ,USD,0.00,5415.61,GL,03/31/2025,               ,40010          ,     ,I100129010,142245213
AHF,202503_0040,8,40,0,40,100008,JE,04/08/2025,-100129-9,Hospice/Pall Services Alliance,USD,0.00,2047.82,GL,03/31/2025,               ,40010          ,     ,I10012909,142245212
AHF,202503_0040,9,40,0,40,100008,JE,04/08/2025,-100129-8,Hospice/Pall Consult Services ,USD,0.00,18169.30,GL,03/31/2025,               ,40010          ,     ,I10012908,142245211
AHF,202503_0040,10,40,0,40,100008,JE,04/08/2025,-100129-7,Breast Surgery Specialists    ,USD,0.00,47037.66,GL,03/31/2025,               ,40010          ,     ,I10012907,142245210
