FinanceEnterpriseGroup,GLTransactionInterface.RunGroup,GLTransactionInterface.SequenceNumber,AccountingEntity,Status,ToAccountingEntity,AccountCode,GeneralLedgerEvent,TransactionDate,Reference,Description,CurrencyCode,UnitsAmount,TransactionAmount,System,PostingDate,Project,FinanceDimension1,FinanceDimension3,DocumentNumber,GLTObjectID
AHF,202507_0040,1,40,0,40,100008,AP,07/04/2025,     16488-5-1,Cash Disbursement             ,USD,0.00,-2320.50,AP,07/04/2025,               ,40010          ,     ,N501,143813923
AHF,202507_0040,2,40,0,40,100008,AP,07/01/2025,     11940-2-1,Cash Disbursement             ,USD,0.00,-4300.11,AP,07/01/2025,               ,40010          ,     ,N201,143595765
AHF,202507_0040,3,40,0,40,100008,JE,08/04/2025,-100045-2,Palliative Consult Payments   ,USD,0.00,53222.34,GL,07/31/2025,               ,40010          ,     ,I10004502,144414540
AHF,202507_0040,4,40,0,40,100008,JE,08/04/2025,-100045-1,Homecare Palliative Payments  ,USD,0.00,920.83,GL,07/31/2025,               ,40010          ,     ,I10004501,144414539
AHF,202507_0040,5,40,0,40,100008,JE,08/07/2025,-700017-1,UHC MAPCPi 2024 OPPC          ,USD,0.00,15801.50,GL,07/31/2025,               ,40010          ,     ,I70001701,144484315
AHF,202507_0040,6,40,0,40,100008,AP,07/10/2025,     11989-10-1,Cash Disbursement             ,USD,0.00,-1000.00,AP,07/10/2025,               ,40010          ,     ,N1001,143876101
AHF,202507_0040,7,40,0,40,100008,JE,08/11/2025,-100135-15,ANCMG- Family Med NC          ,USD,0.00,125.46,GL,07/31/2025,               ,40010          ,     ,I100135015,144514087
AHF,202507_0040,8,40,0,40,100008,JE,08/11/2025,-100135-14,Med Educatio OB/Gyn           ,USD,0.00,1704.34,GL,07/31/2025,               ,40010          ,     ,I100135014,144514086
AHF,202507_0040,9,40,0,40,100008,JE,08/11/2025,-100135-13,AMG - NEO Endocrinology       ,USD,0.00,284028.01,GL,07/31/2025,               ,40010          ,     ,I100135013,144514085
AHF,202507_0040,10,40,0,40,100008,JE,08/11/2025,-100135-12,Aultman House Call            ,USD,0.00,5966.69,GL,07/31/2025,               ,40010          ,     ,I100135012,144514084
AHF,202507_0040,11,40,0,40,100008,JE,08/11/2025,-100135-11,Home Pallative Care           ,USD,0.00,15482.59,GL,07/31/2025,               ,40010          ,     ,I100135011,144514083
AHF,202507_0040,12,40,0,40,100008,JE,08/11/2025,-100135-10,Hospice/Pall Services Alliance,USD,0.00,10907.48,GL,07/31/2025,               ,40010          ,     ,I100135010,144514082
AHF,202507_0040,13,40,0,40,100008,JE,08/11/2025,-100135-9,Hospice/Pall Consult Services ,USD,0.00,8373.95,GL,07/31/2025,               ,40010          ,     ,I10013509,144514081
AHF,202507_0040,14,40,0,40,100008,JE,08/11/2025,-100135-8,Breast Surgery Specialists    ,USD,0.00,63024.81,GL,07/31/2025,               ,40010          ,     ,I10013508,144514080
AHF,202507_0040,15,40,0,40,100008,JE,08/11/2025,-100135-7,AMG - Endocrinolgy            ,USD,0.00,24195.56,GL,07/31/2025,               ,40010          ,     ,I10013507,144514079
AHF,202507_0040,16,40,0,40,100008,JE,08/11/2025,-100135-6,OPPC - Hospitalist Program    ,USD,0.00,820.96,GL,07/31/2025,               ,40010          ,     ,I10013506,144514078
AHF,202507_0040,17,40,0,40,100008,JE,08/11/2025,-100135-5,OPPC - AACH Hospitalists      ,USD,0.00,77871.03,GL,07/31/2025,               ,40010          ,     ,I10013505,144514077
AHF,202507_0040,18,40,0,40,100008,JE,08/11/2025,-100135-4,AMG - Behavioral Health       ,USD,0.00,152474.36,GL,07/31/2025,               ,40010          ,     ,I10013504,144514076
AHF,202507_0040,19,40,0,40,100008,JE,08/11/2025,-100135-3,AMG - Plastic Surgery         ,USD,0.00,28106.09,GL,07/31/2025,               ,40010          ,     ,I10013503,144514075
AHF,202507_0040,20,40,0,40,100008,JE,08/11/2025,-100135-2,AMG Gynecologic Oncology      ,USD,0.00,56401.83,GL,07/31/2025,               ,40010          ,     ,I10013502,144514074
AHF,202507_0040,21,40,0,40,100008,JE,08/11/2025,-100135-1,Recl AMG Checks to OPPC       ,USD,0.00,-480246.03,GL,07/31/2025,               ,40010          ,     ,I10013501,144514073
AHF,202507_0040,22,40,0,40,100008,JE,08/08/2025,-700018-5,7/14/2025 MR                  ,USD,0.00,40.00,GL,07/31/2025,               ,40010          ,     ,I70001805,144493625
AHF,202507_0040,23,40,0,40,100008,JE,08/08/2025,-100121-2,AHF Transfer                  ,USD,0.00,-415000.00,GL,07/31/2025,               ,40010          ,     ,I10012102,144492860
AHF,202507_0040,24,40,0,40,100008,JE,08/08/2025,-100121-1,AHF Transfer                  ,USD,0.00,-495000.00,GL,07/31/2025,               ,40010          ,     ,I10012101,144492859
AHF,202507_0040,25,40,0,40,100008,JE,08/08/2025,-100115-7,6.30 Loyale Service Fee       ,USD,0.00,-1580.10,GL,07/31/2025,               ,40010          ,     ,I10011507,144487730
AHF,202507_0040,26,40,0,40,100008,JE,08/08/2025,-100115-6,6.30 Merch Fee-4883 AMG Endocr,USD,0.00,-534.51,GL,07/31/2025,               ,40010          ,     ,I10011506,144487729
AHF,202507_0040,27,40,0,40,100008,JE,08/08/2025,-100115-5,6.30 Merch Fee-5881 Aultman Br,USD,0.00,-13.72,GL,07/31/2025,               ,40010          ,     ,I10011505,144487728
AHF,202507_0040,28,40,0,40,100008,JE,08/08/2025,-100115-4,6.30 Merch Fee-1880 OPPC-Women,USD,0.00,-6.91,GL,07/31/2025,               ,40010          ,     ,I10011504,144487727
AHF,202507_0040,29,40,0,40,100008,JE,08/08/2025,-100115-3,6.30  Merch Fee-3883 OPPC-SAOC,USD,0.00,-143.73,GL,07/31/2025,               ,40010          ,     ,I10011503,144487726
AHF,202507_0040,30,40,0,40,100008,JE,08/08/2025,-100115-2,6.30 Merch Fee-2881 OPPC-AMG  ,USD,0.00,-335.22,GL,07/31/2025,               ,40010          ,     ,I10011502,144487725
AHF,202507_0040,31,40,0,40,100008,JE,08/06/2025,-700010-4,CGS EFT 7-11-25               ,USD,0.00,2839.78,GL,07/31/2025,               ,40010          ,     ,I70001004,144461416
AHF,202507_0040,32,40,0,40,100008,JE,08/06/2025,-700010-3,Optum 7-28-25                 ,USD,0.00,150.00,GL,07/31/2025,               ,40010          ,     ,I70001003,144461415
