FinanceEnterpriseGroup,GLTransactionInterface.RunGroup,GLTransactionInterface.SequenceNumber,AccountingEntity,Status,ToAccountingEntity,AccountCode,GeneralLedgerEvent,TransactionDate,Reference,Description,CurrencyCode,UnitsAmount,TransactionAmount,System,PostingDate,Project,FinanceDimension1,FinanceDimension3,DocumentNumber,GLTObjectID
AHF,202506_0040,1,40,0,40,100008,JE,07/09/2025,-33-2,Transfer from OPPC to MSO     ,USD,0.00,-25000.00,GL,06/30/2025,               ,40010          ,     ,N3302,143878161
AHF,202506_0040,2,40,0,40,100008,VP,06/27/2025,     11432-49-1,Void Payment                  ,USD,0.00,2320.50,AP,06/27/2025,               ,40010          ,     ,N4901,143583629
AHF,202506_0040,3,40,0,40,100008,AP,06/27/2025,     16472-47-1,Cash Disbursement             ,USD,0.00,-1252.00,AP,06/27/2025,               ,40010          ,     ,N4701,143583382
AHF,202506_0040,4,40,0,40,100008,AP,06/26/2025,     11929-43-3,Cash Disbursement             ,USD,0.00,-56.78,AP,06/26/2025,               ,40010          ,     ,N4303,143571405
AHF,202506_0040,5,40,0,40,100008,AP,06/26/2025,     11928-43-2,Cash Disbursement             ,USD,0.00,-78.52,AP,06/26/2025,               ,40010          ,     ,N4302,143571404
AHF,202506_0040,6,40,0,40,100008,AP,06/26/2025,     11927-43-1,Cash Disbursement             ,USD,0.00,-196.00,AP,06/26/2025,               ,40010          ,     ,N4301,143571403
AHF,202506_0040,7,40,0,40,100008,AP,06/19/2025,AP170-35-2,Summarized transaction        ,USD,0.00,-164.50,AP,06/19/2025,               ,40010          ,     ,N3502,143532486
AHF,202506_0040,8,40,0,40,100008,AP,06/19/2025,     11895-35-1,Cash Disbursement             ,USD,0.00,-67.23,AP,06/19/2025,               ,40010          ,     ,N3501,143532485
AHF,202506_0040,9,40,0,40,100008,AP,06/17/2025,AP170-29-1,Summarized transaction        ,USD,0.00,-28379.83,AP,06/17/2025,               ,40010          ,     ,N2901,143498442
AHF,202506_0040,10,40,0,40,100008,VP,06/13/2025,     16156-22-1,Void Payment                  ,USD,0.00,120.00,AP,06/13/2025,               ,40010          ,     ,N2201,143444932
AHF,202506_0040,11,40,0,40,100008,AP,06/12/2025,     11863-17-1,Cash Disbursement             ,USD,0.00,-125.00,AP,06/12/2025,               ,40010          ,     ,N1701,143425536
AHF,202506_0040,12,40,0,40,100008,AP,06/11/2025,     16402-14-33,Cash Disbursement             ,USD,0.00,-94.55,AP,06/11/2025,               ,40010          ,     ,N14033,143421034
AHF,202506_0040,13,40,0,40,100008,AP,06/11/2025,     16401-14-32,Cash Disbursement             ,USD,0.00,-25.00,AP,06/11/2025,               ,40010          ,     ,N14032,143421033
AHF,202506_0040,14,40,0,40,100008,AP,06/11/2025,     16400-14-31,Cash Disbursement             ,USD,0.00,-22.02,AP,06/11/2025,               ,40010          ,     ,N14031,143421032
AHF,202506_0040,15,40,0,40,100008,AP,06/11/2025,     16399-14-30,Cash Disbursement             ,USD,0.00,-33.46,AP,06/11/2025,               ,40010          ,     ,N14030,143421031
AHF,202506_0040,16,40,0,40,100008,AP,06/11/2025,     16398-14-29,Cash Disbursement             ,USD,0.00,-74.42,AP,06/11/2025,               ,40010          ,     ,N14029,143421030
AHF,202506_0040,17,40,0,40,100008,AP,06/11/2025,     16397-14-28,Cash Disbursement             ,USD,0.00,-15.13,AP,06/11/2025,               ,40010          ,     ,N14028,143421029
AHF,202506_0040,18,40,0,40,100008,AP,06/11/2025,     16396-14-27,Cash Disbursement             ,USD,0.00,-50.00,AP,06/11/2025,               ,40010          ,     ,N14027,143421028
AHF,202506_0040,19,40,0,40,100008,AP,06/11/2025,     16395-14-26,Cash Disbursement             ,USD,0.00,-25.29,AP,06/11/2025,               ,40010          ,     ,N14026,143421027
AHF,202506_0040,20,40,0,40,100008,AP,06/11/2025,     16394-14-25,Cash Disbursement             ,USD,0.00,-181.73,AP,06/11/2025,               ,40010          ,     ,N14025,143421026
AHF,202506_0040,21,40,0,40,100008,AP,06/11/2025,     16393-14-24,Cash Disbursement             ,USD,0.00,-167.87,AP,06/11/2025,               ,40010          ,     ,N14024,143421025
AHF,202506_0040,22,40,0,40,100008,AP,06/11/2025,     16392-14-23,Cash Disbursement             ,USD,0.00,-21.81,AP,06/11/2025,               ,40010          ,     ,N14023,143421024
AHF,202506_0040,23,40,0,40,100008,AP,06/11/2025,     16391-14-22,Cash Disbursement             ,USD,0.00,-22.21,AP,06/11/2025,               ,40010          ,     ,N14022,143421023
AHF,202506_0040,24,40,0,40,100008,AP,06/11/2025,     16390-14-21,Cash Disbursement             ,USD,0.00,-350.00,AP,06/11/2025,               ,40010          ,     ,N14021,143421022
AHF,202506_0040,25,40,0,40,100008,AP,06/11/2025,     16389-14-20,Cash Disbursement             ,USD,0.00,-28.55,AP,06/11/2025,               ,40010          ,     ,N14020,143421021
AHF,202506_0040,26,40,0,40,100008,AP,06/11/2025,     16388-14-19,Cash Disbursement             ,USD,0.00,-90.00,AP,06/11/2025,               ,40010          ,     ,N14019,143421020
AHF,202506_0040,27,40,0,40,100008,AP,06/11/2025,     16387-14-18,Cash Disbursement             ,USD,0.00,-30.00,AP,06/11/2025,               ,40010          ,     ,N14018,143421019
AHF,202506_0040,28,40,0,40,100008,AP,06/11/2025,     16386-14-17,Cash Disbursement             ,USD,0.00,-25.38,AP,06/11/2025,               ,40010          ,     ,N14017,143421018
AHF,202506_0040,29,40,0,40,100008,AP,06/11/2025,     16385-14-16,Cash Disbursement             ,USD,0.00,-22.26,AP,06/11/2025,               ,40010          ,     ,N14016,143421017
AHF,202506_0040,30,40,0,40,100008,AP,06/11/2025,     16384-14-15,Cash Disbursement             ,USD,0.00,-50.00,AP,06/11/2025,               ,40010          ,     ,N14015,143421016
AHF,202506_0040,31,40,0,40,100008,AP,06/11/2025,     16383-14-14,Cash Disbursement             ,USD,0.00,-230.00,AP,06/11/2025,               ,40010          ,     ,N14014,143421015
AHF,202506_0040,32,40,0,40,100008,AP,06/11/2025,     16382-14-13,Cash Disbursement             ,USD,0.00,-235.00,AP,06/11/2025,               ,40010          ,     ,N14013,143421014
AHF,202506_0040,33,40,0,40,100008,AP,06/11/2025,     16381-14-12,Cash Disbursement             ,USD,0.00,-109.00,AP,06/11/2025,               ,40010          ,     ,N14012,143421013
AHF,202506_0040,34,40,0,40,100008,AP,06/27/2025,     16473-47-2,Cash Disbursement             ,USD,0.00,-799.82,AP,06/27/2025,               ,40010          ,     ,N4702,143583383
AHF,202506_0040,35,40,0,40,100008,AP,06/03/2025,AP170-2-2,Summarized transaction        ,USD,0.00,-12090.49,AP,06/03/2025,               ,40010          ,     ,N202,143210071
AHF,202506_0040,36,40,0,40,100008,AP,06/03/2025,     11806-2-1,Cash Disbursement             ,USD,0.00,-40.43,AP,06/03/2025,               ,40010          ,     ,N201,143210070
AHF,202506_0040,37,40,0,40,100008,JE,07/11/2025,-700021-7,6/2/2025 MR                   ,USD,0.00,20.00,GL,06/30/2025,               ,40010          ,     ,I70002107,143891031
AHF,202506_0040,38,40,0,40,100008,JE,07/09/2025,-700020-1,Humana 2024                   ,USD,0.00,8225.84,GL,06/30/2025,               ,40010          ,     ,I70002001,143877658
AHF,202506_0040,39,40,0,40,100008,JE,07/09/2025,-100160-3,AHF Transfer                  ,USD,0.00,-385000.00,GL,06/30/2025,               ,40010          ,     ,I10016003,143877908
AHF,202506_0040,40,40,0,40,100008,JE,07/09/2025,-100155-15,MTS Inpatient                 ,USD,0.00,48.75,GL,06/30/2025,               ,40010          ,     ,I100155015,143875294
AHF,202506_0040,41,40,0,40,100008,JE,07/09/2025,-100155-14,Med Educatio OB/Gyn           ,USD,0.00,3989.10,GL,06/30/2025,               ,40010          ,     ,I100155014,143875293
AHF,202506_0040,42,40,0,40,100008,JE,07/09/2025,-100155-13,AMG - NEO Endocrinology       ,USD,0.00,310551.04,GL,06/30/2025,               ,40010          ,     ,I100155013,143875292
AHF,202506_0040,43,40,0,40,100008,JE,07/09/2025,-100155-12,Aultman House Call            ,USD,0.00,5684.65,GL,06/30/2025,               ,40010          ,     ,I100155012,143875291
AHF,202506_0040,44,40,0,40,100008,JE,07/09/2025,-100155-11,Home Pallative Care           ,USD,0.00,4899.81,GL,06/30/2025,               ,40010          ,     ,I100155011,143875290
AHF,202506_0040,45,40,0,40,100008,JE,07/09/2025,-100155-10,Hospice/Pall Services Alliance,USD,0.00,5239.52,GL,06/30/2025,               ,40010          ,     ,I100155010,143875289
