FinanceEnterpriseGroup,GLTransactionInterface.RunGroup,GLTransactionInterface.SequenceNumber,AccountingEntity,Status,ToAccountingEntity,AccountCode,GeneralLedgerEvent,TransactionDate,Reference,Description,CurrencyCode,UnitsAmount,TransactionAmount,System,PostingDate,Project,FinanceDimension1,FinanceDimension3,DocumentNumber,GLTObjectID,Column1
AHF,202501_0085,1,85,0,85,100072,AP,01/31/2025,      2629-28-1,Cash Disbursement             ,USD,0,-242.14,AP,01/31/2025,               ,85000,     ,N2801,140640819,Global Ledger Transaction Interface created
AHF,202501_0085,2,85,0,85,100072,AP,01/31/2025,AP170-27-1,Summarized transaction        ,USD,0,-25952.32,AP,01/31/2025,               ,85000,     ,N2701,140640527,Global Ledger Transaction Interface created
AHF,202501_0085,3,85,0,85,100072,AP,01/30/2025,      3580-25-15,Cash Disbursement             ,USD,0,-5338.77,AP,01/30/2025,               ,85000,     ,N25015,140628165,Global Ledger Transaction Interface created
AHF,202501_0085,4,85,0,85,100072,AP,01/30/2025,      3579-25-14,Cash Disbursement             ,USD,0,-74996.54,AP,01/30/2025,               ,85000,     ,N25014,140628164,Global Ledger Transaction Interface created
AHF,202501_0085,5,85,0,85,100072,AP,01/30/2025,      3578-25-13,Cash Disbursement             ,USD,0,-10465.17,AP,01/30/2025,               ,85000,     ,N25013,140628163,Global Ledger Transaction Interface created
AHF,202501_0085,6,85,0,85,100072,AP,01/30/2025,      3577-25-12,Cash Disbursement             ,USD,0,-2935.19,AP,01/30/2025,               ,85000,     ,N25012,140628162,Global Ledger Transaction Interface created
AHF,202501_0085,7,85,0,85,100072,AP,01/30/2025,      3576-25-11,Cash Disbursement             ,USD,0,-1693.31,AP,01/30/2025,               ,85000,     ,N25011,140628161,Global Ledger Transaction Interface created
AHF,202501_0085,8,85,0,85,100072,AP,01/30/2025,      3575-25-10,Cash Disbursement             ,USD,0,-10718.57,AP,01/30/2025,               ,85000,     ,N25010,140628160,Global Ledger Transaction Interface created
AHF,202501_0085,9,85,0,85,100072,AP,01/30/2025,      3574-25-9,Cash Disbursement             ,USD,0,-321.8,AP,01/30/2025,               ,85000,     ,N2509,140628159,Global Ledger Transaction Interface created
AHF,202501_0085,10,85,0,85,100072,AP,01/30/2025,      3573-25-8,Cash Disbursement             ,USD,0,-56211.34,AP,01/30/2025,               ,85000,     ,N2508,140628158,Global Ledger Transaction Interface created
AHF,202501_0085,11,85,0,85,100072,AP,01/30/2025,      3572-25-7,Cash Disbursement             ,USD,0,-14908.07,AP,01/30/2025,               ,85000,     ,N2507,140628157,Global Ledger Transaction Interface created
AHF,202501_0085,12,85,0,85,100072,AP,01/30/2025,      3571-25-6,Cash Disbursement             ,USD,0,-108262.68,AP,01/30/2025,               ,85000,     ,N2506,140628156,Global Ledger Transaction Interface created
AHF,202501_0085,13,85,0,85,100072,AP,01/30/2025,      3570-25-5,Cash Disbursement             ,USD,0,-4668.05,AP,01/30/2025,               ,85000,     ,N2505,140628155,Global Ledger Transaction Interface created
AHF,202501_0085,14,85,0,85,100072,AP,01/30/2025,      3569-25-4,Cash Disbursement             ,USD,0,-17502.83,AP,01/30/2025,               ,85000,     ,N2504,140628154,Global Ledger Transaction Interface created
AHF,202501_0085,15,85,0,85,100072,AP,01/30/2025,      3568-25-3,Cash Disbursement             ,USD,0,-186.25,AP,01/30/2025,               ,85000,     ,N2503,140628153,Global Ledger Transaction Interface created
AHF,202501_0085,16,85,0,85,100072,AP,01/30/2025,      3567-25-2,Cash Disbursement             ,USD,0,-24,AP,01/30/2025,               ,85000,     ,N2502,140628152,Global Ledger Transaction Interface created
AHF,202501_0085,17,85,0,85,100072,AP,01/30/2025,      3566-25-1,Cash Disbursement             ,USD,0,-8043.81,AP,01/30/2025,               ,85000,     ,N2501,140628151,Global Ledger Transaction Interface created
AHF,202501_0085,18,85,0,85,100072,AP,01/24/2025,      2627-22-2,Cash Disbursement             ,USD,0,-3618.31,AP,01/24/2025,               ,85000,     ,N2202,139827718,Global Ledger Transaction Interface created
AHF,202501_0085,19,85,0,85,100072,AP,01/24/2025,AP170-22-1,Summarized transaction        ,USD,0,-35000,AP,01/24/2025,               ,85000,     ,N2201,139827717,Global Ledger Transaction Interface created
