FinanceEnterpriseGroup,GLTransactionInterface.RunGroup,GLTransactionInterface.SequenceNumber,AccountingEntity,Status,ToAccountingEntity,AccountCode,GeneralLedgerEvent,TransactionDate,Reference,Description,CurrencyCode,UnitsAmount,TransactionAmount,System,PostingDate,Project,FinanceDimension1,FinanceDimension3,DocumentNumber,GLTObjectID
AHF,202503_0083,1,83,0,83,100000,MR,03/28/2025,MEDIPAC-7-1,MEDIPAC DAILY                 ,USD,0.00,810.46,GL,03/27/2025,               ,83000          ,     ,N701,141966057
AHF,202503_0083,2,83,0,83,100000,MR,03/27/2025,MEDIPAC-6-1,MEDIPAC DAILY                 ,USD,0.00,-100.00,GL,03/26/2025,               ,83000          ,     ,N601,141954842
AHF,202503_0083,3,83,0,83,100000,MR,03/26/2025,MEDIPAC-5-1,MEDIPAC DAILY                 ,USD,0.00,100.00,GL,03/25/2025,               ,83000          ,     ,N501,141949047
AHF,202503_0083,4,83,0,83,100000,MR,03/08/2025,MEDIPAC-2-1,MEDIPAC DAILY                 ,USD,0.00,50.00,GL,03/07/2025,               ,83000          ,     ,N201,141538749
AHF,202503_0083,5,83,0,83,100000,MR,03/04/2025,MEDIPAC-1-1,MEDIPAC DAILY                 ,USD,0.00,-378.45,GL,03/03/2025,               ,83000          ,     ,N101,141458923
AHF,202503_0083,6,83,0,83,100000,VP,03/12/2025,      5978-1-1,Void Payment                  ,USD,0.00,1000.00,AP,03/12/2025,               ,83000          ,     ,N101,141589237
AHF,202503_0083,7,83,0,83,101010,MR,03/04/2025,MEDIPAC-1-2,MEDIPAC DAILY                 ,USD,0.00,378.45,GL,03/03/2025,               ,83000          ,     ,N102,141458924
AHF,202503_0083,8,83,0,83,101010,MR,03/04/2025,MEDIPAC-1-3,MEDIPAC DAILY                 ,USD,0.00,563.01,GL,03/03/2025,               ,83000          ,     ,N103,141458925
AHF,202503_0083,9,83,0,83,101010,MR,03/08/2025,MEDIPAC-2-2,MEDIPAC DAILY                 ,USD,0.00,-50.00,GL,03/07/2025,               ,83000          ,     ,N202,141538750
AHF,202503_0083,10,83,0,83,101010,MR,03/14/2025,MEDIPAC-3-1,MEDIPAC DAILY                 ,USD,0.00,16695.62,GL,03/13/2025,               ,83000          ,     ,N301,141609083
AHF,202503_0083,11,83,0,83,101010,MR,03/19/2025,MEDIPAC-4-1,MEDIPAC DAILY                 ,USD,0.00,11776.08,GL,03/18/2025,               ,83000          ,     ,N401,141875144
AHF,202503_0083,12,83,0,83,101010,MR,03/27/2025,MEDIPAC-6-2,MEDIPAC DAILY                 ,USD,0.00,100.00,GL,03/26/2025,               ,83000          ,     ,N602,141954843
AHF,202503_0083,13,83,0,83,101010,MR,03/27/2025,MEDIPAC-6-3,MEDIPAC DAILY                 ,USD,0.00,-100.00,GL,03/26/2025,               ,83000          ,     ,N603,141954844
AHF,202503_0083,14,83,0,83,101010,MR,03/28/2025,GL165-7-2,Summarized transaction        ,USD,0.00,-810.46,GL,03/27/2025,               ,83000          ,     ,N702,141966058
AHF,202503_0083,15,83,0,83,101010,MR,04/01/2025,MEDIPAC-8-1,MEDIPAC DAILY                 ,USD,0.00,-1731.00,GL,03/31/2025,               ,83000          ,     ,N801,142090599
AHF,202503_0083,16,83,0,83,101010,JE,04/14/2025,-9-1,P2 UHJV Allowance reversal    ,USD,0.00,-29363.16,GL,03/31/2025,               ,83000          ,     ,N901,142356507
