FinanceEnterpriseGroup,GLTransactionInterface.RunGroup,GLTransactionInterface.SequenceNumber,AccountingEntity,Status,ToAccountingEntity,AccountCode,GeneralLedgerEvent,TransactionDate,Reference,Description,CurrencyCode,UnitsAmount,TransactionAmount,System,PostingDate,Project,FinanceDimension1,FinanceDimension3,DocumentNumber,GLTObjectID,Column1
AHF,202505_0083,1,83,0,83,100000,MR,05/13/2025,MEDIPAC-5-1,MEDIPAC DAILY                 ,USD,0,625.18,GL,45996,               ,83000,     ,N501,142858089,Global Ledger Transaction Interface created
AHF,202505_0083,2,83,0,83,100000,MR,45905,MEDIPAC-3-1,MEDIPAC DAILY                 ,USD,0,-200,GL,45874,               ,83000,     ,N301,142831547,Global Ledger Transaction Interface created
AHF,202505_0083,3,83,0,83,100000,MR,45874,MEDIPAC-2-1,MEDIPAC DAILY                 ,USD,0,200,GL,45843,               ,83000,     ,N201,142821688,Global Ledger Transaction Interface created
AHF,202505_0083,4,83,0,83,100000,MR,45721,MEDIPAC-1-1,MEDIPAC DAILY                 ,USD,0,-42.52,GL,45693,               ,83000,     ,N101,142725181,Global Ledger Transaction Interface created
AHF,202505_0083,5,83,0,83,101010,MR,45721,MEDIPAC-1-2,MEDIPAC DAILY                 ,USD,0,42.52,GL,45693,               ,83000,     ,N102,142725182,Global Ledger Transaction Interface created
AHF,202505_0083,6,83,0,83,101010,MR,45905,MEDIPAC-3-2,MEDIPAC DAILY                 ,USD,0,200,GL,45874,               ,83000,     ,N302,142831548,Global Ledger Transaction Interface created
AHF,202505_0083,7,83,0,83,101010,MR,45905,MEDIPAC-3-3,MEDIPAC DAILY                 ,USD,0,-200,GL,45874,               ,83000,     ,N303,142831549,Global Ledger Transaction Interface created
AHF,202505_0083,8,83,0,83,101010,MR,45935,MEDIPAC-4-1,MEDIPAC DAILY                 ,USD,0,2624.59,GL,45905,               ,83000,     ,N401,142847663,Global Ledger Transaction Interface created
AHF,202505_0083,9,83,0,83,101010,MR,05/13/2025,MEDIPAC-5-2,MEDIPAC DAILY                 ,USD,0,-625.18,GL,45996,               ,83000,     ,N502,142858090,Global Ledger Transaction Interface created
AHF,202505_0083,10,83,0,83,101010,MR,05/21/2025,MEDIPAC-6-1,MEDIPAC DAILY                 ,USD,0,370,GL,05/20/2025,               ,83000,     ,N601,143023682,Global Ledger Transaction Interface created
AHF,202505_0083,11,83,0,83,101010,JE,06/13/2025,-9,P5 UHJV AR Adj                ,USD,0,178.45,GL,05/31/2025,               ,83000,     ,N801,143435108,Global Ledger Transaction Interface created
AHF,202505_0083,12,83,0,83,102250,JE,45967,-9,P5 UHJV Allowances            ,USD,0,-2411.93,GL,05/31/2025,               ,83000,     ,N702,143425544,Global Ledger Transaction Interface created
AHF,202505_0083,13,83,0,83,102250,JE,06/13/2025,-10,P5 UHJV AR Adj                ,USD,0,-178.45,GL,05/31/2025,               ,83000,     ,N802,143435109,Global Ledger Transaction Interface created
AHF,202505_0083,14,83,0,83,113010,DE,05/31/2025,AM190-1-1,Summarized transaction        ,USD,0,-1028.26,AM,05/31/2025,               ,83000,     ,N101,143242006,Global Ledger Transaction Interface created
AHF,202505_0083,15,83,0,83,113030,DE,05/31/2025,AM190-1-2,Summarized transaction        ,USD,0,-432.28,AM,05/31/2025,               ,83000,     ,N102,143242007,Global Ledger Transaction Interface created
AHF,202505_0083,16,83,0,83,113040,DE,05/31/2025,AM190-1-3,Summarized transaction        ,USD,0,-8541.25,AM,05/31/2025,               ,83000,     ,N103,143242008,Global Ledger Transaction Interface created
AHF,202505_0083,17,83,0,83,411160,JE,45967,-8,P5 UHJV Allowances            ,USD,0,2411.93,GL,05/31/2025,               ,83021,     ,N701,143425543,Global Ledger Transaction Interface created
AHF,202505_0083,18,83,0,83,411255,MR,45935,MEDIPAC-4-2,MEDIPAC DAILY                 ,USD,0,-2624.59,GL,45905,               ,83021,     ,N402,142847664,Global Ledger Transaction Interface created
AHF,202505_0083,19,83,0,83,411415,MR,45905,MEDIPAC-3-4,MEDIPAC DAILY                 ,USD,0,200,GL,45874,               ,83021,     ,N304,142831550,Global Ledger Transaction Interface created
AHF,202505_0083,20,83,0,83,412355,MR,45874,MEDIPAC-2-2,MEDIPAC DAILY                 ,USD,0,-200,GL,45843,               ,83021,     ,N202,142821689,Global Ledger Transaction Interface created
AHF,202505_0083,21,83,0,83,412455,MR,05/21/2025,MEDIPAC-6-2,MEDIPAC DAILY                 ,USD,0,-370,GL,05/20/2025,               ,83021,     ,N602,143023683,Global Ledger Transaction Interface created
AHF,202505_0083,22,83,0,83,412485,JE,45694,-100039,Error Log Entries             ,USD,0,-370,GL,05/31/2025,               ,83021,     ,I10003801,143208999,Global Ledger Transaction Interface created
AHF,202505_0083,23,83,0,83,412490,JE,45694,-100040,Error Log Entries             ,USD,0,370,GL,05/31/2025,               ,83021,     ,I10003802,143209000,Global Ledger Transaction Interface created
AHF,202505_0083,24,83,0,83,741000,DE,05/31/2025,AM190-1-4,Summarized transaction        ,USD,0,1028.26,AM,05/31/2025,               ,83021,     ,N104,143242009,Global Ledger Transaction Interface created
AHF,202505_0083,25,83,0,83,741020,DE,05/31/2025,AM190-1-5,Summarized transaction        ,USD,0,8541.25,AM,05/31/2025,               ,83021,     ,N105,143242010,Global Ledger Transaction Interface created
AHF,202505_0083,26,83,0,83,741030,DE,05/31/2025,AM190-1-6,Summarized transaction        ,USD,0,432.28,AM,05/31/2025,               ,83021,     ,N106,143242011,Global Ledger Transaction Interface created
