FinanceEnterpriseGroup,GLTransactionInterface.RunGroup,GLTransactionInterface.SequenceNumber,AccountingEntity,Status,ToAccountingEntity,AccountCode,GeneralLedgerEvent,TransactionDate,Reference,Description,CurrencyCode,UnitsAmount,TransactionAmount,System,PostingDate,Project,FinanceDimension1,FinanceDimension3,DocumentNumber,GLTObjectID,Column1
AHF,202509_0055,1,55,0,55,100000,AP,45756,     75796-8-1,Cash Disbursement             ,USD,0,-1467.42,AP,45756,               ,55000,     ,N801,145004978,Global Ledger Transaction Interface created
AHF,202509_0055,2,55,0,55,100000,AP,45756,     75797-8-2,Cash Disbursement             ,USD,0,-103.5,AP,45756,               ,55000,     ,N802,145004979,Global Ledger Transaction Interface created
AHF,202509_0055,3,55,0,55,100000,AP,45756,     75798-8-3,Cash Disbursement             ,USD,0,-254.91,AP,45756,               ,55000,     ,N803,145004980,Global Ledger Transaction Interface created
AHF,202509_0055,4,55,0,55,100000,AP,45756,     75799-8-4,Cash Disbursement             ,USD,0,-15,AP,45756,               ,55000,     ,N804,145004981,Global Ledger Transaction Interface created
AHF,202509_0055,5,55,0,55,100000,AP,45756,     75800-8-5,Cash Disbursement             ,USD,0,-142.5,AP,45756,               ,55000,     ,N805,145004982,Global Ledger Transaction Interface created
AHF,202509_0055,6,55,0,55,100000,AP,45756,     75801-8-6,Cash Disbursement             ,USD,0,-345.84,AP,45756,               ,55000,     ,N806,145004983,Global Ledger Transaction Interface created
AHF,202509_0055,7,55,0,55,100000,AP,45756,     75802-8-7,Cash Disbursement             ,USD,0,-146.25,AP,45756,               ,55000,     ,N807,145004984,Global Ledger Transaction Interface created
AHF,202509_0055,8,55,0,55,100000,AP,45756,     75803-8-8,Cash Disbursement             ,USD,0,-260.85,AP,45756,               ,55000,     ,N808,145004985,Global Ledger Transaction Interface created
AHF,202509_0055,9,55,0,55,100000,AP,45756,     75804-8-9,Cash Disbursement             ,USD,0,-16584.5,AP,45756,               ,55000,     ,N809,145004986,Global Ledger Transaction Interface created
AHF,202509_0055,10,55,0,55,100000,AP,45756,     75805-8-10,Cash Disbursement             ,USD,0,-2135.33,AP,45756,               ,55000,     ,N8010,145004987,Global Ledger Transaction Interface created
AHF,202509_0055,11,55,0,55,100000,AP,45756,     75806-8-11,Cash Disbursement             ,USD,0,-72.5,AP,45756,               ,55000,     ,N8011,145004988,Global Ledger Transaction Interface created
AHF,202509_0055,12,55,0,55,100000,AP,45756,     75807-8-12,Cash Disbursement             ,USD,0,-4050,AP,45756,               ,55000,     ,N8012,145004989,Global Ledger Transaction Interface created
AHF,202509_0055,13,55,0,55,100000,AP,45756,AP170-8-13,Summarized transaction        ,USD,0,-4200,AP,45756,               ,55000,     ,N8013,145004990,Global Ledger Transaction Interface created
AHF,202509_0055,14,55,0,55,100000,AP,45756,     75809-8-14,Cash Disbursement             ,USD,0,-3029.5,AP,45756,               ,55000,     ,N8014,145004991,Global Ledger Transaction Interface created
AHF,202509_0055,15,55,0,55,100000,AP,45756,     75810-8-15,Cash Disbursement             ,USD,0,-12000,AP,45756,               ,55000,     ,N8015,145004992,Global Ledger Transaction Interface created
AHF,202509_0055,16,55,0,55,100000,AP,45756,     75811-8-16,Cash Disbursement             ,USD,0,-2900,AP,45756,               ,55000,     ,N8016,145004993,Global Ledger Transaction Interface created
AHF,202509_0055,17,55,0,55,100000,AP,45756,     75812-8-17,Cash Disbursement             ,USD,0,-6400,AP,45756,               ,55000,     ,N8017,145004994,Global Ledger Transaction Interface created
AHF,202509_0055,18,55,0,55,100000,AP,45756,AP170-8-18,Summarized transaction        ,USD,0,-434.17,AP,45756,               ,55000,     ,N8018,145004995,Global Ledger Transaction Interface created
AHF,202509_0055,19,55,0,55,100000,JE,09/16/2025,-7,AultComp Admin Fee (BZ - 55)  ,USD,0,6916.06,GL,09/30/2025,               ,55000,     ,N601,145377885,Global Ledger Transaction Interface created
AHF,202509_0055,20,55,0,55,100000,JE,09/16/2025,-8,Optum Credit Deposit          ,USD,0,14716.84,GL,09/30/2025,               ,55000,     ,N701,145379971,Global Ledger Transaction Interface created
AHF,202509_0055,21,55,0,55,100000,JE,09/16/2025,-11,Optum Credit Transfer         ,USD,0,-14716.84,GL,09/30/2025,               ,55000,     ,N704,145379974,Global Ledger Transaction Interface created
AHF,202509_0055,22,55,0,55,100000,JE,09/16/2025,-9,Optum Growth Credit Dep.      ,USD,0,370710.76,GL,09/30/2025,               ,55000,     ,N801,145380010,Global Ledger Transaction Interface created
AHF,202509_0055,23,55,0,55,100000,JE,09/16/2025,-15,OGC Transfer to AIC & AHIC    ,USD,0,-177031.44,GL,09/30/2025,               ,55000,     ,N807,145380016,Global Ledger Transaction Interface created
AHF,202509_0055,24,55,0,55,100000,JE,09/25/2025,-4,Aultman Intercompany Transfer ,USD,0,-1284299.15,GL,09/30/2025,               ,55000,     ,I202,145470490,Global Ledger Transaction Interface created
AHF,202509_0055,25,55,0,55,100000,JE,09/16/2025,-11,Optum Q2 MEWA Rebate Transfer ,USD,0,-556483.83,GL,09/30/2025,               ,55000,     ,N506,145377877,Global Ledger Transaction Interface created
AHF,202509_0055,26,55,0,55,100000,AP,45697,     75777-1-1,Cash Disbursement             ,USD,0,-293.11,AP,45697,               ,55000,     ,N101,144868251,Global Ledger Transaction Interface created
AHF,202509_0055,27,55,0,55,100000,AP,45697,     75778-1-2,Cash Disbursement             ,USD,0,-280.89,AP,45697,               ,55000,     ,N102,144868252,Global Ledger Transaction Interface created
AHF,202509_0055,28,55,0,55,100000,AP,45697,     75779-1-3,Cash Disbursement             ,USD,0,-12392,AP,45697,               ,55000,     ,N103,144868253,Global Ledger Transaction Interface created
AHF,202509_0055,29,55,0,55,100000,AP,45697,     75780-1-4,Cash Disbursement             ,USD,0,-61719.23,AP,45697,               ,55000,     ,N104,144868254,Global Ledger Transaction Interface created
AHF,202509_0055,30,55,0,55,100000,AP,45697,     75781-1-5,Cash Disbursement             ,USD,0,-177.5,AP,45697,               ,55000,     ,N105,144868255,Global Ledger Transaction Interface created
AHF,202509_0055,31,55,0,55,100000,AP,45697,     75782-1-6,Cash Disbursement             ,USD,0,-1325,AP,45697,               ,55000,     ,N106,144868256,Global Ledger Transaction Interface created
AHF,202509_0055,32,55,0,55,100000,AP,45697,     75783-1-7,Cash Disbursement             ,USD,0,-99081.6,AP,45697,               ,55000,     ,N107,144868257,Global Ledger Transaction Interface created
