business_class,description,is_load_business_class,single_or_multiple,load_family_root,family_root_base,family_root_base_exists_as_business_class,load_variant_base,variant_root_exists_as_business_class,naming_pattern,is_exact_variant_base,relationship_role,grouping_method,family_member_count,family_root_base_count,variant_bases_csv,related_members_csv,related_business_classes_csv
ContractImportTierQualifier,The ContractImportTierQualifier Raw Data Web Service contains operations that expose ContractImportTierQualifier-related data in the Infor Enterprise Business Services.,Y,multiple,Contract,ContractImport,Y,ContractImport,Y,Import,N,TierQualifier,suffix_member,16,2,"ContractImport, ContractInterface, ContractLineImport","ContractImportDistributor, ContractImportGPOMembership, ContractImportGPOSupplier, ContractImportGPOSupplierUOM, ContractImportPriceChange, ContractImportTier, ContractImportTierDistributor, ContractImportTierMember, ContractImportTierQualCode, ContractImportTierQualifier, ContractInterfaceCatalog, ContractLineImport, ContractLineImportDistributor, ContractLineImportError, ContractLineImportTierCost","ContractImport, ContractImportDistributor, ContractImportGPOMembership, ContractImportGPOSupplier, ContractImportGPOSupplierUOM, ContractImportPriceChange, ContractImportTier, ContractImportTierDistributor, ContractImportTierMember, ContractImportTierQualCode, ContractImportTierQualifier, ContractInterfaceCatalog, ContractLineImport, ContractLineImportDistributor, ContractLineImportError, ContractLineImportTierCost"
ContractInterfaceCatalog,The ContractInterfaceCatalog Raw Data Web Service contains operations that expose ContractInterfaceCatalog-related data in the Infor Enterprise Business Services.,Y,multiple,Contract,ContractInterface,N,ContractInterface,N,Interface,N,Catalog,suffix_member,16,2,"ContractImport, ContractInterface, ContractLineImport","ContractImportDistributor, ContractImportGPOMembership, ContractImportGPOSupplier, ContractImportGPOSupplierUOM, ContractImportPriceChange, ContractImportTier, ContractImportTierDistributor, ContractImportTierMember, ContractImportTierQualCode, ContractImportTierQualifier, ContractInterfaceCatalog, ContractLineImport, ContractLineImportDistributor, ContractLineImportError, ContractLineImportTierCost","ContractImport, ContractImportDistributor, ContractImportGPOMembership, ContractImportGPOSupplier, ContractImportGPOSupplierUOM, ContractImportPriceChange, ContractImportTier, ContractImportTierDistributor, ContractImportTierMember, ContractImportTierQualCode, ContractImportTierQualifier, ContractInterfaceCatalog, ContractLineImport, ContractLineImportDistributor, ContractLineImportError, ContractLineImportTierCost"
ContractLineImport,The ContractLineImport Raw Data Web Service contains operations that expose ContractLineImport-related data in the Infor Enterprise Business Services.,Y,multiple,Contract,ContractImport,Y,ContractLineImport,Y,Import,Y,Line,folded_variant_base,16,2,"ContractImport, ContractInterface, ContractLineImport","ContractImportDistributor, ContractImportGPOMembership, ContractImportGPOSupplier, ContractImportGPOSupplierUOM, ContractImportPriceChange, ContractImportTier, ContractImportTierDistributor, ContractImportTierMember, ContractImportTierQualCode, ContractImportTierQualifier, ContractInterfaceCatalog, ContractLineImport, ContractLineImportDistributor, ContractLineImportError, ContractLineImportTierCost","ContractImport, ContractImportDistributor, ContractImportGPOMembership, ContractImportGPOSupplier, ContractImportGPOSupplierUOM, ContractImportPriceChange, ContractImportTier, ContractImportTierDistributor, ContractImportTierMember, ContractImportTierQualCode, ContractImportTierQualifier, ContractInterfaceCatalog, ContractLineImport, ContractLineImportDistributor, ContractLineImportError, ContractLineImportTierCost"
ContractLineImportDistributor,The ContractLineImportDistributor Raw Data Web Service contains operations that expose ContractLineImportDistributor-related data in the Infor Enterprise Business Services.,Y,multiple,Contract,ContractImport,Y,ContractLineImport,Y,Import,N,Distributor,suffix_member_under_folded_variant,16,2,"ContractImport, ContractInterface, ContractLineImport","ContractImportDistributor, ContractImportGPOMembership, ContractImportGPOSupplier, ContractImportGPOSupplierUOM, ContractImportPriceChange, ContractImportTier, ContractImportTierDistributor, ContractImportTierMember, ContractImportTierQualCode, ContractImportTierQualifier, ContractInterfaceCatalog, ContractLineImport, ContractLineImportDistributor, ContractLineImportError, ContractLineImportTierCost","ContractImport, ContractImportDistributor, ContractImportGPOMembership, ContractImportGPOSupplier, ContractImportGPOSupplierUOM, ContractImportPriceChange, ContractImportTier, ContractImportTierDistributor, ContractImportTierMember, ContractImportTierQualCode, ContractImportTierQualifier, ContractInterfaceCatalog, ContractLineImport, ContractLineImportDistributor, ContractLineImportError, ContractLineImportTierCost"
ContractLineImportError,The ContractLineImportError Raw Data Web Service contains operations that expose ContractLineImportError-related data in the Infor Enterprise Business Services.,Y,multiple,Contract,ContractImport,Y,ContractLineImport,Y,Import,N,Error,suffix_member_under_folded_variant,16,2,"ContractImport, ContractInterface, ContractLineImport","ContractImportDistributor, ContractImportGPOMembership, ContractImportGPOSupplier, ContractImportGPOSupplierUOM, ContractImportPriceChange, ContractImportTier, ContractImportTierDistributor, ContractImportTierMember, ContractImportTierQualCode, ContractImportTierQualifier, ContractInterfaceCatalog, ContractLineImport, ContractLineImportDistributor, ContractLineImportError, ContractLineImportTierCost","ContractImport, ContractImportDistributor, ContractImportGPOMembership, ContractImportGPOSupplier, ContractImportGPOSupplierUOM, ContractImportPriceChange, ContractImportTier, ContractImportTierDistributor, ContractImportTierMember, ContractImportTierQualCode, ContractImportTierQualifier, ContractInterfaceCatalog, ContractLineImport, ContractLineImportDistributor, ContractLineImportError, ContractLineImportTierCost"
ContractLineImportTierCost,The ContractLineImportTierCost Raw Data Web Service contains operations that expose ContractLineImportTierCost-related data in the Infor Enterprise Business Services.,Y,multiple,Contract,ContractImport,Y,ContractLineImport,Y,Import,N,TierCost,suffix_member_under_folded_variant,16,2,"ContractImport, ContractInterface, ContractLineImport","ContractImportDistributor, ContractImportGPOMembership, ContractImportGPOSupplier, ContractImportGPOSupplierUOM, ContractImportPriceChange, ContractImportTier, ContractImportTierDistributor, ContractImportTierMember, ContractImportTierQualCode, ContractImportTierQualifier, ContractInterfaceCatalog, ContractLineImport, ContractLineImportDistributor, ContractLineImportError, ContractLineImportTierCost","ContractImport, ContractImportDistributor, ContractImportGPOMembership, ContractImportGPOSupplier, ContractImportGPOSupplierUOM, ContractImportPriceChange, ContractImportTier, ContractImportTierDistributor, ContractImportTierMember, ContractImportTierQualCode, ContractImportTierQualifier, ContractInterfaceCatalog, ContractLineImport, ContractLineImportDistributor, ContractLineImportError, ContractLineImportTierCost"
CustomerBillToImport,The CustomerBillToImport Raw Data Web Service contains operations that expose CustomerBillToImport-related data in the Infor Enterprise Business Services.,Y,multiple,Customer,CustomerImport,Y,CustomerBillToImport,Y,Import,Y,BillTo,folded_variant_base,5,2,"CustomerBillToImport, CustomerCreditCardImport, CustomerDraftImport, CustomerImport, CustomerInterface","CustomerBillToImport, CustomerCreditCardImport, CustomerDraftImport, CustomerInterfaceResult","CustomerBillToImport, CustomerCreditCardImport, CustomerDraftImport, CustomerImport, CustomerInterfaceResult"
CustomerCreditCardImport,The CustomerCreditCardImport Raw Data Web Service contains operations that expose CustomerCreditCardImport-related data in the Infor Enterprise Business Services.,Y,multiple,Customer,CustomerImport,Y,CustomerCreditCardImport,Y,Import,Y,CreditCard,folded_variant_base,5,2,"CustomerBillToImport, CustomerCreditCardImport, CustomerDraftImport, CustomerImport, CustomerInterface","CustomerBillToImport, CustomerCreditCardImport, CustomerDraftImport, CustomerInterfaceResult","CustomerBillToImport, CustomerCreditCardImport, CustomerDraftImport, CustomerImport, CustomerInterfaceResult"
CustomerDraftImport,The CustomerDraftImport Raw Data Web Service contains operations that expose CustomerDraftImport-related data in the Infor Enterprise Business Services.,Y,multiple,Customer,CustomerImport,Y,CustomerDraftImport,Y,Import,Y,Draft,folded_variant_base,5,2,"CustomerBillToImport, CustomerCreditCardImport, CustomerDraftImport, CustomerImport, CustomerInterface","CustomerBillToImport, CustomerCreditCardImport, CustomerDraftImport, CustomerInterfaceResult","CustomerBillToImport, CustomerCreditCardImport, CustomerDraftImport, CustomerImport, CustomerInterfaceResult"
CustomerImport,The CustomerImport Raw Data Web Service contains operations that expose CustomerImport-related data in the Infor Enterprise Business Services.,Y,multiple,Customer,CustomerImport,Y,CustomerImport,Y,Import,Y,,direct_variant,5,2,"CustomerBillToImport, CustomerCreditCardImport, CustomerDraftImport, CustomerImport, CustomerInterface","CustomerBillToImport, CustomerCreditCardImport, CustomerDraftImport, CustomerInterfaceResult","CustomerBillToImport, CustomerCreditCardImport, CustomerDraftImport, CustomerImport, CustomerInterfaceResult"
CustomerInterfaceResult,The CustomerInterfaceResult Raw Data Web Service contains operations that expose CustomerInterfaceResult-related data in the Infor Enterprise Business Services.,Y,multiple,Customer,CustomerInterface,N,CustomerInterface,N,Interface,N,Result,suffix_member,5,2,"CustomerBillToImport, CustomerCreditCardImport, CustomerDraftImport, CustomerImport, CustomerInterface","CustomerBillToImport, CustomerCreditCardImport, CustomerDraftImport, CustomerInterfaceResult","CustomerBillToImport, CustomerCreditCardImport, CustomerDraftImport, CustomerImport, CustomerInterfaceResult"
CustomerOrderReturnDetailImport,The CustomerOrderReturnDetailImport Raw Data Web Service contains operations that expose CustomerOrderReturnDetailImport-related data in the Infor Enterprise Business Services.,Y,multiple,CustomerOrderReturnDetail,CustomerOrderReturnDetailImport,Y,CustomerOrderReturnDetailImport,Y,Import,Y,,direct_variant,3,1,CustomerOrderReturnDetailImport,"CustomerOrderReturnDetailImportComment, CustomerOrderReturnDetailImportLotBinSerial","CustomerOrderReturnDetailImport, CustomerOrderReturnDetailImportComment, CustomerOrderReturnDetailImportLotBinSerial"
CustomerOrderReturnDetailImportComment,The CustomerOrderReturnDetailImportComment Raw Data Web Service contains operations that expose CustomerOrderReturnDetailImportComment-related data in the Infor Enterprise Business Services.,Y,multiple,CustomerOrderReturnDetail,CustomerOrderReturnDetailImport,Y,CustomerOrderReturnDetailImport,Y,Import,N,Comment,suffix_member,3,1,CustomerOrderReturnDetailImport,"CustomerOrderReturnDetailImportComment, CustomerOrderReturnDetailImportLotBinSerial","CustomerOrderReturnDetailImport, CustomerOrderReturnDetailImportComment, CustomerOrderReturnDetailImportLotBinSerial"
CustomerOrderReturnDetailImportLotBinSerial,The CustomerOrderReturnDetailImportLotBinSerial Raw Data Web Service contains operations that expose CustomerOrderReturnDetailImportLotBinSerial-related data in the Infor Enterprise Business Services.,Y,multiple,CustomerOrderReturnDetail,CustomerOrderReturnDetailImport,Y,CustomerOrderReturnDetailImport,Y,Import,N,LotBinSerial,suffix_member,3,1,CustomerOrderReturnDetailImport,"CustomerOrderReturnDetailImportComment, CustomerOrderReturnDetailImportLotBinSerial","CustomerOrderReturnDetailImport, CustomerOrderReturnDetailImportComment, CustomerOrderReturnDetailImportLotBinSerial"
DocumentInterfaceAddOnCharge,The DocumentInterfaceAddOnCharge Raw Data Web Service contains operations that expose DocumentInterfaceAddOnCharge-related data in the Infor Enterprise Business Services.,Y,multiple,Document,DocumentInterface,N,DocumentInterface,N,Interface,N,AddOnCharge,suffix_member,9,1,DocumentInterface,"DocumentInterfaceAddOnCharge, DocumentInterfaceComment, DocumentInterfaceDetail, DocumentInterfaceDistribution, DocumentInterfaceError, DocumentInterfaceInvoice, DocumentInterfacePurchaseOrder, DocumentInterfaceRule, DocumentInterfaceServiceContract","DocumentInterfaceAddOnCharge, DocumentInterfaceComment, DocumentInterfaceDetail, DocumentInterfaceDistribution, DocumentInterfaceError, DocumentInterfaceInvoice, DocumentInterfacePurchaseOrder, DocumentInterfaceRule, DocumentInterfaceServiceContract"
DocumentInterfaceComment,The DocumentInterfaceComment Raw Data Web Service contains operations that expose DocumentInterfaceComment-related data in the Infor Enterprise Business Services.,Y,multiple,Document,DocumentInterface,N,DocumentInterface,N,Interface,N,Comment,suffix_member,9,1,DocumentInterface,"DocumentInterfaceAddOnCharge, DocumentInterfaceComment, DocumentInterfaceDetail, DocumentInterfaceDistribution, DocumentInterfaceError, DocumentInterfaceInvoice, DocumentInterfacePurchaseOrder, DocumentInterfaceRule, DocumentInterfaceServiceContract","DocumentInterfaceAddOnCharge, DocumentInterfaceComment, DocumentInterfaceDetail, DocumentInterfaceDistribution, DocumentInterfaceError, DocumentInterfaceInvoice, DocumentInterfacePurchaseOrder, DocumentInterfaceRule, DocumentInterfaceServiceContract"
DocumentInterfaceDetail,The DocumentInterfaceDetail Raw Data Web Service contains operations that expose DocumentInterfaceDetail-related data in the Infor Enterprise Business Services.,Y,multiple,Document,DocumentInterface,N,DocumentInterface,N,Interface,N,Detail,suffix_member,9,1,DocumentInterface,"DocumentInterfaceAddOnCharge, DocumentInterfaceComment, DocumentInterfaceDetail, DocumentInterfaceDistribution, DocumentInterfaceError, DocumentInterfaceInvoice, DocumentInterfacePurchaseOrder, DocumentInterfaceRule, DocumentInterfaceServiceContract","DocumentInterfaceAddOnCharge, DocumentInterfaceComment, DocumentInterfaceDetail, DocumentInterfaceDistribution, DocumentInterfaceError, DocumentInterfaceInvoice, DocumentInterfacePurchaseOrder, DocumentInterfaceRule, DocumentInterfaceServiceContract"
DocumentInterfaceDistribution,The DocumentInterfaceDistribution Raw Data Web Service contains operations that expose DocumentInterfaceDistribution-related data in the Infor Enterprise Business Services.,Y,multiple,Document,DocumentInterface,N,DocumentInterface,N,Interface,N,Distribution,suffix_member,9,1,DocumentInterface,"DocumentInterfaceAddOnCharge, DocumentInterfaceComment, DocumentInterfaceDetail, DocumentInterfaceDistribution, DocumentInterfaceError, DocumentInterfaceInvoice, DocumentInterfacePurchaseOrder, DocumentInterfaceRule, DocumentInterfaceServiceContract","DocumentInterfaceAddOnCharge, DocumentInterfaceComment, DocumentInterfaceDetail, DocumentInterfaceDistribution, DocumentInterfaceError, DocumentInterfaceInvoice, DocumentInterfacePurchaseOrder, DocumentInterfaceRule, DocumentInterfaceServiceContract"
DocumentInterfaceError,The DocumentInterfaceError Raw Data Web Service contains operations that expose DocumentInterfaceError-related data in the Infor Enterprise Business Services.,Y,multiple,Document,DocumentInterface,N,DocumentInterface,N,Interface,N,Error,suffix_member,9,1,DocumentInterface,"DocumentInterfaceAddOnCharge, DocumentInterfaceComment, DocumentInterfaceDetail, DocumentInterfaceDistribution, DocumentInterfaceError, DocumentInterfaceInvoice, DocumentInterfacePurchaseOrder, DocumentInterfaceRule, DocumentInterfaceServiceContract","DocumentInterfaceAddOnCharge, DocumentInterfaceComment, DocumentInterfaceDetail, DocumentInterfaceDistribution, DocumentInterfaceError, DocumentInterfaceInvoice, DocumentInterfacePurchaseOrder, DocumentInterfaceRule, DocumentInterfaceServiceContract"
DocumentInterfaceInvoice,The DocumentInterfaceInvoice Raw Data Web Service contains operations that expose DocumentInterfaceInvoice-related data in the Infor Enterprise Business Services.,Y,multiple,Document,DocumentInterface,N,DocumentInterface,N,Interface,N,Invoice,suffix_member,9,1,DocumentInterface,"DocumentInterfaceAddOnCharge, DocumentInterfaceComment, DocumentInterfaceDetail, DocumentInterfaceDistribution, DocumentInterfaceError, DocumentInterfaceInvoice, DocumentInterfacePurchaseOrder, DocumentInterfaceRule, DocumentInterfaceServiceContract","DocumentInterfaceAddOnCharge, DocumentInterfaceComment, DocumentInterfaceDetail, DocumentInterfaceDistribution, DocumentInterfaceError, DocumentInterfaceInvoice, DocumentInterfacePurchaseOrder, DocumentInterfaceRule, DocumentInterfaceServiceContract"
DocumentInterfacePurchaseOrder,The DocumentInterfacePurchaseOrder Raw Data Web Service contains operations that expose DocumentInterfacePurchaseOrder-related data in the Infor Enterprise Business Services.,Y,multiple,Document,DocumentInterface,N,DocumentInterface,N,Interface,N,PurchaseOrder,suffix_member,9,1,DocumentInterface,"DocumentInterfaceAddOnCharge, DocumentInterfaceComment, DocumentInterfaceDetail, DocumentInterfaceDistribution, DocumentInterfaceError, DocumentInterfaceInvoice, DocumentInterfacePurchaseOrder, DocumentInterfaceRule, DocumentInterfaceServiceContract","DocumentInterfaceAddOnCharge, DocumentInterfaceComment, DocumentInterfaceDetail, DocumentInterfaceDistribution, DocumentInterfaceError, DocumentInterfaceInvoice, DocumentInterfacePurchaseOrder, DocumentInterfaceRule, DocumentInterfaceServiceContract"
DocumentInterfaceRule,The DocumentInterfaceRule Raw Data Web Service contains operations that expose DocumentInterfaceRule-related data in the Infor Enterprise Business Services.,Y,multiple,Document,DocumentInterface,N,DocumentInterface,N,Interface,N,Rule,suffix_member,9,1,DocumentInterface,"DocumentInterfaceAddOnCharge, DocumentInterfaceComment, DocumentInterfaceDetail, DocumentInterfaceDistribution, DocumentInterfaceError, DocumentInterfaceInvoice, DocumentInterfacePurchaseOrder, DocumentInterfaceRule, DocumentInterfaceServiceContract","DocumentInterfaceAddOnCharge, DocumentInterfaceComment, DocumentInterfaceDetail, DocumentInterfaceDistribution, DocumentInterfaceError, DocumentInterfaceInvoice, DocumentInterfacePurchaseOrder, DocumentInterfaceRule, DocumentInterfaceServiceContract"
DocumentInterfaceServiceContract,The DocumentInterfaceServiceContract Raw Data Web Service contains operations that expose DocumentInterfaceServiceContract-related data in the Infor Enterprise Business Services.,Y,multiple,Document,DocumentInterface,N,DocumentInterface,N,Interface,N,ServiceContract,suffix_member,9,1,DocumentInterface,"DocumentInterfaceAddOnCharge, DocumentInterfaceComment, DocumentInterfaceDetail, DocumentInterfaceDistribution, DocumentInterfaceError, DocumentInterfaceInvoice, DocumentInterfacePurchaseOrder, DocumentInterfaceRule, DocumentInterfaceServiceContract","DocumentInterfaceAddOnCharge, DocumentInterfaceComment, DocumentInterfaceDetail, DocumentInterfaceDistribution, DocumentInterfaceError, DocumentInterfaceInvoice, DocumentInterfacePurchaseOrder, DocumentInterfaceRule, DocumentInterfaceServiceContract"
DocumentARPaymentImport,The DocumentARPaymentImport Raw Data Web Service contains operations that expose DocumentARPaymentImport-related data in the Infor Enterprise Business Services.,Y,multiple,DocumentARPayment,DocumentARPaymentImport,Y,DocumentARPaymentImport,Y,Import,Y,,direct_variant,3,1,"DocumentARPaymentImport, DocumentARPaymentRemitImport","DocumentARPaymentImportError, DocumentARPaymentRemitImport","DocumentARPaymentImport, DocumentARPaymentImportError, DocumentARPaymentRemitImport"
DocumentARPaymentImportError,The DocumentARPaymentImportError Raw Data Web Service contains operations that expose DocumentARPaymentImportError-related data in the Infor Enterprise Business Services.,Y,multiple,DocumentARPayment,DocumentARPaymentImport,Y,DocumentARPaymentImport,Y,Import,N,Error,suffix_member,3,1,"DocumentARPaymentImport, DocumentARPaymentRemitImport","DocumentARPaymentImportError, DocumentARPaymentRemitImport","DocumentARPaymentImport, DocumentARPaymentImportError, DocumentARPaymentRemitImport"
DocumentARPaymentRemitImport,The DocumentARPaymentRemitImport Raw Data Web Service contains operations that expose DocumentARPaymentRemitImport-related data in the Infor Enterprise Business Services.,Y,multiple,DocumentARPayment,DocumentARPaymentImport,Y,DocumentARPaymentRemitImport,Y,Import,Y,Remit,folded_variant_base,3,1,"DocumentARPaymentImport, DocumentARPaymentRemitImport","DocumentARPaymentImportError, DocumentARPaymentRemitImport","DocumentARPaymentImport, DocumentARPaymentImportError, DocumentARPaymentRemitImport"
ExpenseManagementInterfaceAllocation,The ExpenseManagementInterfaceAllocation Raw Data Web Service contains operations that expose ExpenseManagementInterfaceAllocation-related data in the Infor Enterprise Business Services.,Y,multiple,ExpenseManagement,ExpenseManagementInterface,N,ExpenseManagementInterface,N,Interface,N,Allocation,suffix_member,8,1,ExpenseManagementInterface,"ExpenseManagementInterfaceAllocation, ExpenseManagementInterfaceConfiguration, ExpenseManagementInterfaceCreditCardIssuer, ExpenseManagementInterfaceDetail, ExpenseManagementInterfaceExpenseType, ExpenseManagementInterfaceHeader, ExpenseManagementInterfacePaymentRequestType, ExpenseManagementInterfaceResult","ExpenseManagementInterfaceAllocation, ExpenseManagementInterfaceConfiguration, ExpenseManagementInterfaceCreditCardIssuer, ExpenseManagementInterfaceDetail, ExpenseManagementInterfaceExpenseType, ExpenseManagementInterfaceHeader, ExpenseManagementInterfacePaymentRequestType, ExpenseManagementInterfaceResult"
ExpenseManagementInterfaceConfiguration,The ExpenseManagementInterfaceConfiguration Raw Data Web Service contains operations that expose ExpenseManagementInterfaceConfiguration-related data in the Infor Enterprise Business Services.,Y,multiple,ExpenseManagement,ExpenseManagementInterface,N,ExpenseManagementInterface,N,Interface,N,Configuration,suffix_member,8,1,ExpenseManagementInterface,"ExpenseManagementInterfaceAllocation, ExpenseManagementInterfaceConfiguration, ExpenseManagementInterfaceCreditCardIssuer, ExpenseManagementInterfaceDetail, ExpenseManagementInterfaceExpenseType, ExpenseManagementInterfaceHeader, ExpenseManagementInterfacePaymentRequestType, ExpenseManagementInterfaceResult","ExpenseManagementInterfaceAllocation, ExpenseManagementInterfaceConfiguration, ExpenseManagementInterfaceCreditCardIssuer, ExpenseManagementInterfaceDetail, ExpenseManagementInterfaceExpenseType, ExpenseManagementInterfaceHeader, ExpenseManagementInterfacePaymentRequestType, ExpenseManagementInterfaceResult"
ExpenseManagementInterfaceCreditCardIssuer,The ExpenseManagementInterfaceCreditCardIssuer Raw Data Web Service contains operations that expose ExpenseManagementInterfaceCreditCardIssuer-related data in the Infor Enterprise Business Services.,Y,multiple,ExpenseManagement,ExpenseManagementInterface,N,ExpenseManagementInterface,N,Interface,N,CreditCardIssuer,suffix_member,8,1,ExpenseManagementInterface,"ExpenseManagementInterfaceAllocation, ExpenseManagementInterfaceConfiguration, ExpenseManagementInterfaceCreditCardIssuer, ExpenseManagementInterfaceDetail, ExpenseManagementInterfaceExpenseType, ExpenseManagementInterfaceHeader, ExpenseManagementInterfacePaymentRequestType, ExpenseManagementInterfaceResult","ExpenseManagementInterfaceAllocation, ExpenseManagementInterfaceConfiguration, ExpenseManagementInterfaceCreditCardIssuer, ExpenseManagementInterfaceDetail, ExpenseManagementInterfaceExpenseType, ExpenseManagementInterfaceHeader, ExpenseManagementInterfacePaymentRequestType, ExpenseManagementInterfaceResult"
ExpenseManagementInterfaceDetail,The ExpenseManagementInterfaceDetail Raw Data Web Service contains operations that expose ExpenseManagementInterfaceDetail-related data in the Infor Enterprise Business Services.,Y,multiple,ExpenseManagement,ExpenseManagementInterface,N,ExpenseManagementInterface,N,Interface,N,Detail,suffix_member,8,1,ExpenseManagementInterface,"ExpenseManagementInterfaceAllocation, ExpenseManagementInterfaceConfiguration, ExpenseManagementInterfaceCreditCardIssuer, ExpenseManagementInterfaceDetail, ExpenseManagementInterfaceExpenseType, ExpenseManagementInterfaceHeader, ExpenseManagementInterfacePaymentRequestType, ExpenseManagementInterfaceResult","ExpenseManagementInterfaceAllocation, ExpenseManagementInterfaceConfiguration, ExpenseManagementInterfaceCreditCardIssuer, ExpenseManagementInterfaceDetail, ExpenseManagementInterfaceExpenseType, ExpenseManagementInterfaceHeader, ExpenseManagementInterfacePaymentRequestType, ExpenseManagementInterfaceResult"
ExpenseManagementInterfaceExpenseType,The ExpenseManagementInterfaceExpenseType Raw Data Web Service contains operations that expose ExpenseManagementInterfaceExpenseType-related data in the Infor Enterprise Business Services.,Y,multiple,ExpenseManagement,ExpenseManagementInterface,N,ExpenseManagementInterface,N,Interface,N,ExpenseType,suffix_member,8,1,ExpenseManagementInterface,"ExpenseManagementInterfaceAllocation, ExpenseManagementInterfaceConfiguration, ExpenseManagementInterfaceCreditCardIssuer, ExpenseManagementInterfaceDetail, ExpenseManagementInterfaceExpenseType, ExpenseManagementInterfaceHeader, ExpenseManagementInterfacePaymentRequestType, ExpenseManagementInterfaceResult","ExpenseManagementInterfaceAllocation, ExpenseManagementInterfaceConfiguration, ExpenseManagementInterfaceCreditCardIssuer, ExpenseManagementInterfaceDetail, ExpenseManagementInterfaceExpenseType, ExpenseManagementInterfaceHeader, ExpenseManagementInterfacePaymentRequestType, ExpenseManagementInterfaceResult"
ExpenseManagementInterfaceHeader,The ExpenseManagementInterfaceHeader Raw Data Web Service contains operations that expose ExpenseManagementInterfaceHeader-related data in the Infor Enterprise Business Services.,Y,multiple,ExpenseManagement,ExpenseManagementInterface,N,ExpenseManagementInterface,N,Interface,N,Header,suffix_member,8,1,ExpenseManagementInterface,"ExpenseManagementInterfaceAllocation, ExpenseManagementInterfaceConfiguration, ExpenseManagementInterfaceCreditCardIssuer, ExpenseManagementInterfaceDetail, ExpenseManagementInterfaceExpenseType, ExpenseManagementInterfaceHeader, ExpenseManagementInterfacePaymentRequestType, ExpenseManagementInterfaceResult","ExpenseManagementInterfaceAllocation, ExpenseManagementInterfaceConfiguration, ExpenseManagementInterfaceCreditCardIssuer, ExpenseManagementInterfaceDetail, ExpenseManagementInterfaceExpenseType, ExpenseManagementInterfaceHeader, ExpenseManagementInterfacePaymentRequestType, ExpenseManagementInterfaceResult"
ExpenseManagementInterfacePaymentRequestType,The ExpenseManagementInterfacePaymentRequestType Raw Data Web Service contains operations that expose ExpenseManagementInterfacePaymentRequestType-related data in the Infor Enterprise Business Services.,Y,multiple,ExpenseManagement,ExpenseManagementInterface,N,ExpenseManagementInterface,N,Interface,N,PaymentRequestType,suffix_member,8,1,ExpenseManagementInterface,"ExpenseManagementInterfaceAllocation, ExpenseManagementInterfaceConfiguration, ExpenseManagementInterfaceCreditCardIssuer, ExpenseManagementInterfaceDetail, ExpenseManagementInterfaceExpenseType, ExpenseManagementInterfaceHeader, ExpenseManagementInterfacePaymentRequestType, ExpenseManagementInterfaceResult","ExpenseManagementInterfaceAllocation, ExpenseManagementInterfaceConfiguration, ExpenseManagementInterfaceCreditCardIssuer, ExpenseManagementInterfaceDetail, ExpenseManagementInterfaceExpenseType, ExpenseManagementInterfaceHeader, ExpenseManagementInterfacePaymentRequestType, ExpenseManagementInterfaceResult"
ExpenseManagementInterfaceResult,The ExpenseManagementInterfaceResult Raw Data Web Service contains operations that expose ExpenseManagementInterfaceResult-related data in the Infor Enterprise Business Services.,Y,multiple,ExpenseManagement,ExpenseManagementInterface,N,ExpenseManagementInterface,N,Interface,N,Result,suffix_member,8,1,ExpenseManagementInterface,"ExpenseManagementInterfaceAllocation, ExpenseManagementInterfaceConfiguration, ExpenseManagementInterfaceCreditCardIssuer, ExpenseManagementInterfaceDetail, ExpenseManagementInterfaceExpenseType, ExpenseManagementInterfaceHeader, ExpenseManagementInterfacePaymentRequestType, ExpenseManagementInterfaceResult","ExpenseManagementInterfaceAllocation, ExpenseManagementInterfaceConfiguration, ExpenseManagementInterfaceCreditCardIssuer, ExpenseManagementInterfaceDetail, ExpenseManagementInterfaceExpenseType, ExpenseManagementInterfaceHeader, ExpenseManagementInterfacePaymentRequestType, ExpenseManagementInterfaceResult"
FSMDatabaseImport,The FSMDatabaseImport Raw Data Web Service contains operations that expose FSMDatabaseImport-related data in the Infor Enterprise Business Services.,Y,multiple,FSMDatabase,FSMDatabaseImport,Y,FSMDatabaseImport,Y,Import,Y,,direct_variant,3,1,FSMDatabaseImport,"FSMDatabaseImportControl, FSMDatabaseImportHistory","FSMDatabaseImport, FSMDatabaseImportControl, FSMDatabaseImportHistory"
FSMDatabaseImportControl,The FSMDatabaseImportControl Raw Data Web Service contains operations that expose FSMDatabaseImportControl-related data in the Infor Enterprise Business Services.,Y,multiple,FSMDatabase,FSMDatabaseImport,Y,FSMDatabaseImport,Y,Import,N,Control,suffix_member,3,1,FSMDatabaseImport,"FSMDatabaseImportControl, FSMDatabaseImportHistory","FSMDatabaseImport, FSMDatabaseImportControl, FSMDatabaseImportHistory"
FSMDatabaseImportHistory,The FSMDatabaseImportHistory Raw Data Web Service contains operations that expose FSMDatabaseImportHistory-related data in the Infor Enterprise Business Services.,Y,multiple,FSMDatabase,FSMDatabaseImport,Y,FSMDatabaseImport,Y,Import,N,History,suffix_member,3,1,FSMDatabaseImport,"FSMDatabaseImportControl, FSMDatabaseImportHistory","FSMDatabaseImport, FSMDatabaseImportControl, FSMDatabaseImportHistory"
