FinanceEnterpriseGroup,GLTransactionInterface.RunGroup,GLTransactionInterface.SequenceNumber,AccountingEntity,Status,ToAccountingEntity,AccountCode,GeneralLedgerEvent,TransactionDate,Reference,Description,CurrencyCode,UnitsAmount,TransactionAmount,System,PostingDate,Project,FinanceDimension1,FinanceDimension3,DocumentNumber,GLTObjectID
AHF,202506_0070,1,70,0,70,100008,AP,06/12/2025,     11852-19-6,Cash Disbursement             ,USD,0.00,-245.25,AP,06/12/2025,               ,70000          ,     ,N1906,143425149
AHF,202506_0070,2,70,0,70,100008,AP,06/13/2025,     16417-23-15,Cash Disbursement             ,USD,0.00,-248.00,AP,06/13/2025,               ,70000          ,     ,N23015,143446644
AHF,202506_0070,3,70,0,70,100008,AP,06/13/2025,AP170-23-16,Summarized transaction        ,USD,0.00,-684.70,AP,06/13/2025,               ,70000          ,     ,N23016,143446645
AHF,202506_0070,4,70,0,70,100008,AP,06/13/2025,     16419-23-17,Cash Disbursement             ,USD,0.00,-4.99,AP,06/13/2025,               ,70000          ,     ,N23017,143446646
AHF,202506_0070,5,70,0,70,100008,AP,06/13/2025,AP170-23-18,Summarized transaction        ,USD,0.00,-196.43,AP,06/13/2025,               ,70000          ,     ,N23018,143446647
AHF,202506_0070,6,70,0,70,100008,AP,06/13/2025,AP170-23-19,Summarized transaction        ,USD,0.00,-2237.22,AP,06/13/2025,               ,70000          ,     ,N23019,143446648
AHF,202506_0070,7,70,0,70,100008,AP,06/12/2025,     11851-19-5,Cash Disbursement             ,USD,0.00,-67.55,AP,06/12/2025,               ,70000          ,     ,N1905,143425148
AHF,202506_0070,8,70,0,70,100008,AP,06/12/2025,     11850-19-4,Cash Disbursement             ,USD,0.00,-85.79,AP,06/12/2025,               ,70000          ,     ,N1904,143425147
AHF,202506_0070,9,70,0,70,100008,AP,06/12/2025,     11849-19-3,Cash Disbursement             ,USD,0.00,-2306.85,AP,06/12/2025,               ,70000          ,     ,N1903,143425146
AHF,202506_0070,10,70,0,70,100008,AP,06/12/2025,     11848-19-2,Cash Disbursement             ,USD,0.00,-22.00,AP,06/12/2025,               ,70000          ,     ,N1902,143425145
AHF,202506_0070,11,70,0,70,100008,AP,06/12/2025,AP170-19-1,Summarized transaction        ,USD,0.00,-3822.20,AP,06/12/2025,               ,70000          ,     ,N1901,143425144
AHF,202506_0070,12,70,0,70,100008,AP,06/06/2025,     16349-10-12,Cash Disbursement             ,USD,0.00,-256.88,AP,06/06/2025,               ,70000          ,     ,N10012,143304308
AHF,202506_0070,13,70,0,70,100008,AP,06/06/2025,     16348-10-11,Cash Disbursement             ,USD,0.00,-338.12,AP,06/06/2025,               ,70000          ,     ,N10011,143304307
AHF,202506_0070,14,70,0,70,100008,AP,06/06/2025,     16347-10-10,Cash Disbursement             ,USD,0.00,-16.63,AP,06/06/2025,               ,70000          ,     ,N10010,143304306
AHF,202506_0070,15,70,0,70,100008,AP,06/06/2025,     16346-10-9,Cash Disbursement             ,USD,0.00,-98.74,AP,06/06/2025,               ,70000          ,     ,N1009,143304305
AHF,202506_0070,16,70,0,70,100008,AP,06/06/2025,     16345-10-8,Cash Disbursement             ,USD,0.00,-2785.53,AP,06/06/2025,               ,70000          ,     ,N1008,143304304
AHF,202506_0070,17,70,0,70,100008,AP,06/06/2025,     16344-10-7,Cash Disbursement             ,USD,0.00,-10.40,AP,06/06/2025,               ,70000          ,     ,N1007,143304303
AHF,202506_0070,18,70,0,70,100008,AP,06/06/2025,     16343-10-6,Cash Disbursement             ,USD,0.00,-4.99,AP,06/06/2025,               ,70000          ,     ,N1006,143304302
AHF,202506_0070,19,70,0,70,100008,AP,06/06/2025,     16342-10-5,Cash Disbursement             ,USD,0.00,-129.47,AP,06/06/2025,               ,70000          ,     ,N1005,143304301
AHF,202506_0070,20,70,0,70,100008,AP,06/06/2025,     16341-10-4,Cash Disbursement             ,USD,0.00,-549.06,AP,06/06/2025,               ,70000          ,     ,N1004,143304300
AHF,202506_0070,21,70,0,70,100008,AP,06/06/2025,     16340-10-3,Cash Disbursement             ,USD,0.00,-50.00,AP,06/06/2025,               ,70000          ,     ,N1003,143304299
AHF,202506_0070,22,70,0,70,100008,AP,06/06/2025,     16339-10-2,Cash Disbursement             ,USD,0.00,-1300.00,AP,06/06/2025,               ,70000          ,     ,N1002,143304298
AHF,202506_0070,23,70,0,70,100008,AP,06/06/2025,AP170-10-1,Summarized transaction        ,USD,0.00,-511.90,AP,06/06/2025,               ,70000          ,     ,N1001,143304297
AHF,202506_0070,24,70,0,70,100008,AP,06/05/2025,     11831-6-24,Cash Disbursement             ,USD,0.00,-200.00,AP,06/05/2025,               ,70000          ,     ,N6024,143276705
AHF,202506_0070,25,70,0,70,100008,AP,06/05/2025,     11830-6-23,Cash Disbursement             ,USD,0.00,-28.75,AP,06/05/2025,               ,70000          ,     ,N6023,143276704
AHF,202506_0070,26,70,0,70,100008,AP,06/05/2025,     11829-6-22,Cash Disbursement             ,USD,0.00,-21043.75,AP,06/05/2025,               ,70000          ,     ,N6022,143276703
AHF,202506_0070,27,70,0,70,100008,AP,06/05/2025,     11828-6-21,Cash Disbursement             ,USD,0.00,-21343.75,AP,06/05/2025,               ,70000          ,     ,N6021,143276702
AHF,202506_0070,28,70,0,70,100008,AP,06/05/2025,     11827-6-20,Cash Disbursement             ,USD,0.00,-128.25,AP,06/05/2025,               ,70000          ,     ,N6020,143276701
AHF,202506_0070,29,70,0,70,100008,AP,06/05/2025,AP170-6-19,Summarized transaction        ,USD,0.00,-154.69,AP,06/05/2025,               ,70000          ,     ,N6019,143276700
AHF,202506_0070,30,70,0,70,100008,AP,06/05/2025,     11825-6-18,Cash Disbursement             ,USD,0.00,-22560.00,AP,06/05/2025,               ,70000          ,     ,N6018,143276699
AHF,202506_0070,31,70,0,70,100008,AP,06/05/2025,     11824-6-17,Cash Disbursement             ,USD,0.00,-181.25,AP,06/05/2025,               ,70000          ,     ,N6017,143276698
AHF,202506_0070,32,70,0,70,100008,AP,06/05/2025,     11823-6-16,Cash Disbursement             ,USD,0.00,-198.75,AP,06/05/2025,               ,70000          ,     ,N6016,143276697
AHF,202506_0070,33,70,0,70,100008,AP,06/05/2025,     11822-6-15,Cash Disbursement             ,USD,0.00,-229.00,AP,06/05/2025,               ,70000          ,     ,N6015,143276696
AHF,202506_0070,34,70,0,70,100008,AP,06/05/2025,     11821-6-14,Cash Disbursement             ,USD,0.00,-1043.00,AP,06/05/2025,               ,70000          ,     ,N6014,143276695
AHF,202506_0070,35,70,0,70,100008,AP,06/05/2025,     11820-6-13,Cash Disbursement             ,USD,0.00,-42.38,AP,06/05/2025,               ,70000          ,     ,N6013,143276694
AHF,202506_0070,36,70,0,70,100008,AP,06/05/2025,     11819-6-12,Cash Disbursement             ,USD,0.00,-93.75,AP,06/05/2025,               ,70000          ,     ,N6012,143276693
AHF,202506_0070,37,70,0,70,100008,AP,06/05/2025,AP170-6-11,Summarized transaction        ,USD,0.00,-464.22,AP,06/05/2025,               ,70000          ,     ,N6011,143276692
AHF,202506_0070,38,70,0,70,100008,AP,06/05/2025,     11817-6-10,Cash Disbursement             ,USD,0.00,-64.19,AP,06/05/2025,               ,70000          ,     ,N6010,143276691
AHF,202506_0070,39,70,0,70,100008,AP,06/05/2025,     11816-6-9,Cash Disbursement             ,USD,0.00,-305.66,AP,06/05/2025,               ,70000          ,     ,N609,143276690
AHF,202506_0070,40,70,0,70,100008,AP,06/05/2025,AP170-6-8,Summarized transaction        ,USD,0.00,-309.00,AP,06/05/2025,               ,70000          ,     ,N608,143276689
AHF,202506_0070,41,70,0,70,100008,AP,06/05/2025,     11814-6-7,Cash Disbursement             ,USD,0.00,-363.00,AP,06/05/2025,               ,70000          ,     ,N607,143276688
AHF,202506_0070,42,70,0,70,100008,AP,06/03/2025,     11805-2-20,Cash Disbursement             ,USD,0.00,-1440.00,AP,06/03/2025,               ,70000          ,     ,N2020,143208335
AHF,202506_0070,43,70,0,70,100008,AP,06/03/2025,     11804-2-19,Cash Disbursement             ,USD,0.00,-1600.00,AP,06/03/2025,               ,70000          ,     ,N2019,143208334
AHF,202506_0070,44,70,0,70,100008,AP,06/03/2025,     11803-2-18,Cash Disbursement             ,USD,0.00,-7.19,AP,06/03/2025,               ,70000          ,     ,N2018,143208333
AHF,202506_0070,45,70,0,70,100008,AP,06/03/2025,     11802-2-17,Cash Disbursement             ,USD,0.00,-203.50,AP,06/03/2025,               ,70000          ,     ,N2017,143208332
AHF,202506_0070,46,70,0,70,100008,AP,06/03/2025,     11801-2-16,Cash Disbursement             ,USD,0.00,-639.43,AP,06/03/2025,               ,70000          ,     ,N2016,143208331
AHF,202506_0070,47,70,0,70,100008,AP,06/03/2025,AP170-2-15,Summarized transaction        ,USD,0.00,-616.18,AP,06/03/2025,               ,70000          ,     ,N2015,143208330
AHF,202506_0070,48,70,0,70,100008,AP,06/03/2025,     11799-2-14,Cash Disbursement             ,USD,0.00,-586.12,AP,06/03/2025,               ,70000          ,     ,N2014,143208329
AHF,202506_0070,49,70,0,70,100008,AP,06/03/2025,     11798-2-13,Cash Disbursement             ,USD,0.00,-618.08,AP,06/03/2025,               ,70000          ,     ,N2013,143208328
AHF,202506_0070,50,70,0,70,100008,AP,06/03/2025,AP170-2-12,Summarized transaction        ,USD,0.00,-374.25,AP,06/03/2025,               ,70000          ,     ,N2012,143208327
AHF,202506_0070,51,70,0,70,100008,AP,06/03/2025,     11796-2-11,Cash Disbursement             ,USD,0.00,-181.19,AP,06/03/2025,               ,70000          ,     ,N2011,143208326
AHF,202506_0070,52,70,0,70,100008,AP,06/03/2025,AP170-2-10,Summarized transaction        ,USD,0.00,-133.76,AP,06/03/2025,               ,70000          ,     ,N2010,143208325
AHF,202506_0070,53,70,0,70,100008,AP,06/03/2025,     11794-2-9,Cash Disbursement             ,USD,0.00,-888.00,AP,06/03/2025,               ,70000          ,     ,N209,143208324
AHF,202506_0070,54,70,0,70,100008,AP,06/03/2025,     11793-2-8,Cash Disbursement             ,USD,0.00,-943.00,AP,06/03/2025,               ,70000          ,     ,N208,143208323
AHF,202506_0070,55,70,0,70,100008,AP,06/03/2025,     11792-2-7,Cash Disbursement             ,USD,0.00,-797.00,AP,06/03/2025,               ,70000          ,     ,N207,143208322
AHF,202506_0070,56,70,0,70,100008,AP,06/03/2025,     11791-2-6,Cash Disbursement             ,USD,0.00,-888.00,AP,06/03/2025,               ,70000          ,     ,N206,143208321
AHF,202506_0070,57,70,0,70,100008,AP,06/03/2025,     11790-2-5,Cash Disbursement             ,USD,0.00,-98.75,AP,06/03/2025,               ,70000          ,     ,N205,143208320
AHF,202506_0070,58,70,0,70,100008,AP,06/03/2025,AP170-2-4,Summarized transaction        ,USD,0.00,-678.76,AP,06/03/2025,               ,70000          ,     ,N204,143208319
AHF,202506_0070,59,70,0,70,100008,AP,06/03/2025,     11788-2-3,Cash Disbursement             ,USD,0.00,-260.79,AP,06/03/2025,               ,70000          ,     ,N203,143208318
AHF,202506_0070,60,70,0,70,100008,AP,06/03/2025,AP170-2-2,Summarized transaction        ,USD,0.00,-316.90,AP,06/03/2025,               ,70000          ,     ,N202,143208317
AHF,202506_0070,61,70,0,70,100008,AP,06/03/2025,     11786-2-1,Cash Disbursement             ,USD,0.00,-1589.83,AP,06/03/2025,               ,70000          ,     ,N201,143208316
AHF,202506_0070,62,70,0,70,100008,AP,06/13/2025,     16416-23-14,Cash Disbursement             ,USD,0.00,-400.00,AP,06/13/2025,               ,70000          ,     ,N23014,143446643
AHF,202506_0070,63,70,0,70,100008,AP,06/13/2025,     16415-23-13,Cash Disbursement             ,USD,0.00,-800.00,AP,06/13/2025,               ,70000          ,     ,N23013,143446642
AHF,202506_0070,64,70,0,70,100008,AP,06/13/2025,     16414-23-12,Cash Disbursement             ,USD,0.00,-100.00,AP,06/13/2025,               ,70000          ,     ,N23012,143446641
AHF,202506_0070,65,70,0,70,100008,AP,06/13/2025,     16413-23-11,Cash Disbursement             ,USD,0.00,-700.00,AP,06/13/2025,               ,70000          ,     ,N23011,143446640
